temp_id,LATITUDEDD_NUM,LONGITUDEDD_NUM,bay,bua,forest,island,island_marine,lga,locality,mainland,named_natural_region,postcode,public_land,ridge,sea,vicgov_region,wb_lake,wb_lake_salt,wetland_swamp
1,-37.00972,142.72417,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
2,-38.06222,147.55722,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
3,-38.05917,147.55528,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
4,-38.15,147.4225,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
5,-38.075,147.53083,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
6,-37.03861,142.37806,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
7,-37.22267,144.04555,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
8,-36.9404,145.1478,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9,-36.50235,145.77686,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
10,-38.31185,144.14823,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
11,-38.35692,144.97151,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
12,-38.35692,144.97151,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
13,-38.35692,144.97151,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
14,-38.35598,144.96925,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
15,-38.35598,144.96925,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
16,-38.35598,144.96925,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
17,-37.28102,143.07973,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
18,-37.68834,145.52175,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
19,-37.68834,145.52175,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
20,-37.68834,145.52175,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
21,-37.68834,145.52175,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
22,-37.68834,145.52175,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
23,-37.68834,145.52175,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
24,-37.64424,144.50827,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
25,-36.1006,144.84116,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
26,-38.64496,146.57209,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,Y
27,-36.84391,142.47681,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
28,-34.22946,142.22336,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
29,-37.78661,145.03149,N,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
30,-37.78661,145.03149,N,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
31,-37.82882,145.02242,N,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
32,-37.82882,145.02242,N,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
33,-37.82882,145.02242,N,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
34,-37.82882,145.02242,N,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
35,-37.82882,145.02242,N,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
36,-37.83171,144.9803,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
37,-37.83171,144.9803,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
38,-37.95565,145.49364,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
39,-37.95565,145.49364,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
40,-36.70677,144.96984,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
41,-37.36868,145.27735,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
42,-37.06096,146.74537,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
43,-37.06096,146.74537,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
44,-37.88986,144.21007,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
45,-37.36868,145.27735,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
46,-36.70863,146.82603,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
47,-36.70863,146.82603,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
48,-37.24327,142.5432,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
49,-37.83607,145.66653,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
50,-37.83607,145.66653,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
51,-36.41481,145.32319,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
52,-37.5078,145.23795,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
53,-37.57559,145.44471,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N
54,-37.50767,144.16668,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
55,-37.50767,144.16668,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
56,-37.39885,144.17531,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
57,-37.39885,144.17531,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
58,-34.76337,142.67151,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
59,-36.08406,146.20432,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
60,-37.00909,142.72727,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
61,-34.38819,141.40982,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
62,-34.38819,141.40982,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
63,-34.38819,141.40982,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
64,-38.47262,146.85398,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
65,-37.81279,144.98082,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
66,-36.16503,146.32358,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
67,-38.33028,146.91261,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
68,-38.33028,146.91261,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
69,-38.33028,146.91261,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
70,-38.45081,146.75088,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
71,-38.59622,145.87994,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
72,-38.59622,145.87994,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
73,-38.37655,144.25442,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
74,-36.60171,143.69626,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
75,-36.51987,145.3589,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
76,-36.5085,145.9962,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
77,-38.60308,143.91994,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
78,-38.83006,143.5779,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
79,-36.00308,144.98693,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
80,-37.91885,146.66166,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
81,-38.03777,145.36662,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
82,-38.4609,146.85285,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
83,-37.66409,145.39071,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
84,-36.77372,144.98488,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
85,-36.77181,144.97821,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
86,-36.75651,144.97973,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
87,-36.75651,144.97973,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
88,-38.0081,145.12923,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N
89,-36.77372,144.98488,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
90,-36.77372,144.98488,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
91,-37.81281,144.98195,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
92,-38.32128,145.6188,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
93,-37.94137,145.65325,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
94,-38.02672,145.55485,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
95,-38.00664,145.68737,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
96,-37.9858,145.75948,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
97,-37.26208,144.0722,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
98,-35.93115,144.99762,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
99,-37.61093,145.2038,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
100,-38.40773,144.99185,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
101,-38.40773,144.99185,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
102,-37.36806,141.39159,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
103,-38.35748,142.45097,N,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
104,-37.82444,144.97709,N,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
105,-37.82444,144.97709,N,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
106,-34.31841,142.06488,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
107,-37.73893,145.14737,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
108,-36.97853,145.7131,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
109,-38.54711,143.96012,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
110,-37.15184,146.43651,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
111,-37.15184,146.43651,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
112,-37.73583,145.06688,N,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
113,-37.87002,147.60217,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
114,-38.21304,146.83965,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
115,-37.41584,143.1004,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
116,-38.42158,144.14048,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
117,-36.95444,143.79735,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
118,-36.95444,143.79735,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
119,-36.75093,143.50772,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
120,-36.779,143.08064,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
121,-37.27616,144.09533,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
122,-37.36144,146.35477,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
123,-34.41786,141.43391,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
124,-37.65276,148.77142,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
125,-37.65276,148.77142,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
126,-37.49608,148.76205,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
127,-37.60426,149.54958,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
128,-37.60426,149.54958,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
129,-37.5704,149.57333,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
130,-37.5704,149.57333,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
131,-37.33923,148.93673,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
132,-37.33923,148.93673,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
133,-37.33923,148.93673,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
134,-37.33923,148.93673,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
135,-37.33923,148.93673,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
136,-37.32958,147.95791,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
137,-37.26,148.98656,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
138,-37.24781,149.01443,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
139,-37.24781,149.01443,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
140,-37.91585,146.37043,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
141,-37.91585,146.37043,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
142,-37.91585,146.37043,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
143,-37.91585,146.37043,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
144,-37.91585,146.37043,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
145,-37.91585,146.37043,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
146,-37.91585,146.37043,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
147,-37.92682,146.40106,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
148,-37.92682,146.40106,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
149,-37.92682,146.40106,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
150,-37.92682,146.40106,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
151,-37.92023,146.34878,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
152,-37.92023,146.34878,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
153,-37.92023,146.34878,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
154,-37.92023,146.34878,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
155,-37.91086,147.29194,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
156,-37.91086,147.29194,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
157,-37.94713,146.3235,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
158,-37.81743,146.33832,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
159,-37.81743,146.33832,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
160,-37.89472,145.6723,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
161,-37.89472,145.6723,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
162,-37.89472,145.6723,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
163,-37.84333,145.84142,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
164,-37.84333,145.84142,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
165,-37.8516,145.85721,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
166,-37.89072,145.99648,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
167,-37.66633,144.36356,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
168,-37.45306,145.13636,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
169,-37.78085,144.57748,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
170,-37.5808,145.36307,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
171,-37.42782,145.07935,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
172,-37.6313,145.3019,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
173,-37.6313,145.3019,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
174,-38.41044,144.99177,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
175,-37.61044,144.61701,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
176,-37.41181,146.33513,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
177,-37.41181,146.33513,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
178,-37.41181,146.33513,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
179,-37.34145,147.17118,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
180,-37.34145,147.17118,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
181,-37.71348,147.96623,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
182,-38.36365,146.96408,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
183,-37.40966,147.72389,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
184,-37.40966,147.72389,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
185,-37.40966,147.72389,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
186,-36.84103,147.24296,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
187,-37.11379,142.58783,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
188,-38.21225,141.48516,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
189,-37.74454,148.95178,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
190,-37.57091,149.28578,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
191,-37.5207,149.36457,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
192,-37.63755,149.50992,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
193,-37.43746,149.7541,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
194,-37.77125,148.24516,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
195,-37.82957,148.18251,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
196,-37.79253,148.35795,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
197,-37.79253,148.35795,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
198,-37.79253,148.35795,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
199,-37.79253,148.35795,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
200,-37.79253,148.35795,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
201,-37.79253,148.35795,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
202,-36.52932,145.9585,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
203,-36.42996,145.66644,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
204,-36.42996,145.66644,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
205,-36.42996,145.66644,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
206,-36.78616,144.33467,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
207,-36.09207,147.4739,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
208,-36.09207,147.4739,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
209,-36.09207,147.4739,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
210,-38.39182,145.56478,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
211,-38.39182,145.56478,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
212,-36.7288,144.47324,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
213,-36.70603,143.22755,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
214,-36.72706,143.0087,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
215,-36.15618,146.20359,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
216,-36.15618,146.20359,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
217,-36.26526,146.20359,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
218,-36.52884,143.69037,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
219,-36.84313,143.77872,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
220,-36.76702,144.91,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
221,-36.76702,144.91,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
222,-36.70019,143.25089,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
223,-36.83644,143.28963,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
224,-36.68764,143.24716,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
225,-36.95063,143.20883,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
226,-36.95063,143.20883,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
227,-36.88554,143.61758,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
228,-36.70696,143.22646,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
229,-36.70231,143.23416,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
230,-36.89035,145.00651,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
231,-36.60138,143.32738,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
232,-36.74475,144.82437,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
233,-36.84221,143.7798,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
234,-36.9629,143.54162,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
235,-36.82277,143.80152,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
236,-36.68532,143.22695,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
237,-36.68532,143.22695,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
238,-36.72756,144.82037,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
239,-36.74858,144.83658,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
240,-36.82412,143.78251,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
241,-36.93002,143.68421,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
242,-36.9526,144.6635,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
243,-36.9526,144.6635,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
244,-36.9526,144.6635,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
245,-36.59936,143.33849,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
246,-36.79708,143.32096,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
247,-36.86948,143.6103,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
248,-36.86948,143.6103,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
249,-36.68532,143.22695,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
250,-36.68165,143.2302,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
251,-36.68165,143.2302,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
252,-36.72756,144.82037,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
253,-36.73745,144.81897,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
254,-36.73833,144.81783,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
255,-36.7097,143.2243,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
256,-36.68532,143.22695,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
257,-36.68532,143.22695,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
258,-36.68532,143.22695,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
259,-36.584,143.34027,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
260,-36.98368,143.12665,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
261,-36.98368,143.12665,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
262,-36.67325,143.24563,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
263,-36.72756,144.82037,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
264,-36.74189,144.81549,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
265,-36.70696,143.22646,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
266,-36.99019,143.8099,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
