temp_id,LATITUDEDD_NUM,LONGITUDEDD_NUM,bay,bua,forest,island,island_marine,lga,locality,mainland,named_natural_region,postcode,public_land,ridge,sea,vicgov_region,wb_lake,wb_lake_salt,wetland_swamp
9809,-36.98163,143.37711,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9810,-36.60676,143.32866,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9811,-36.88189,143.6197,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9812,-36.91639,143.64894,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9813,-36.85971,145.11722,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9814,-36.85971,145.11722,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9815,-36.85971,145.11722,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9816,-36.68435,143.23028,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9817,-36.68435,143.23028,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9818,-36.91639,143.64894,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9819,-36.91639,143.64894,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9820,-36.91639,143.64894,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9821,-36.94983,143.20319,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9822,-36.94983,143.20319,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9823,-36.9526,144.6635,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9824,-36.9526,144.6635,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9825,-36.9526,144.6635,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9826,-36.91639,143.64894,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9827,-36.96064,144.65988,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9828,-36.85888,145.12173,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9829,-36.94983,143.20319,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9830,-36.94983,143.20319,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9831,-36.94983,143.20319,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9832,-36.68064,143.23577,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9833,-36.68064,143.23577,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9834,-36.68064,143.23577,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9835,-36.68064,143.23577,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9836,-37.11032,142.19161,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9837,-36.70033,142.42481,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9838,-36.69117,142.43695,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9839,-37.03363,144.24061,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9840,-36.11586,141.90085,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,N
9841,-36.13171,146.51835,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9842,-36.36755,141.87922,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9843,-35.74352,144.18194,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9844,-37.01631,142.38235,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9845,-37.1671,141.59442,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9846,-36.66019,142.03358,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9847,-34.66932,142.2418,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9848,-34.70681,141.87001,N,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,N
9849,-35.67154,143.7386,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,N
9850,-34.61244,142.41436,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9851,-36.70139,147.1899,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9852,-36.70957,143.70898,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9853,-36.88312,143.68593,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9854,-37.29785,146.13529,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9855,-37.01501,142.55992,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9856,-36.74225,144.42801,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9857,-36.41269,146.02475,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9858,-37.63149,144.50189,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9859,-37.26503,141.06849,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9860,-35.87987,145.23374,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9861,-36.78664,141.76294,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9862,-34.23365,141.16258,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9863,-34.49475,142.20544,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9864,-36.86933,143.73704,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9865,-36.23813,146.19052,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9866,-36.71041,143.37432,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9867,-36.69767,142.63184,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9868,-35.80224,144.22633,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9869,-36.64769,144.26899,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9870,-37.13852,142.55795,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9871,-35.0432,141.72664,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9872,-34.46714,141.69875,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9873,-37.01631,142.38235,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9874,-36.44649,141.80758,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9875,-36.1556,146.64716,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9876,-37.85568,144.25114,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9877,-36.82782,141.07483,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9878,-37.14043,144.26037,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9879,-37.08423,148.42396,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
9880,-34.91204,142.03199,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9881,-36.17945,143.8718,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9882,-35.58452,142.05048,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9883,-35.86389,145.25071,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9884,-36.3803,144.71084,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9885,-36.29826,146.15203,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9886,-35.6021,141.99772,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9887,-35.84988,145.2178,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9888,-36.14835,146.63497,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9889,-36.06511,146.20229,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9890,-36.15829,146.64159,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9891,-35.75624,144.30423,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
9892,-37.61281,142.31968,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9893,-36.04881,146.19135,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9894,-35.68461,143.03416,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9895,-35.78714,144.35628,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
9896,-35.78714,144.35628,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
9897,-35.89807,145.01397,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9898,-35.80406,144.34687,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9899,-36.05509,146.18684,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9900,-35.73693,144.2474,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9901,-35.76237,144.29628,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9902,-36.07678,146.19439,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9903,-36.14884,146.18476,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9904,-35.76237,144.29628,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9905,-36.14884,146.18476,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9906,-35.76237,144.29628,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9907,-35.89807,145.01397,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9908,-36.14884,146.18476,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9909,-36.14884,146.18476,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9910,-36.69738,144.35452,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9911,-37.08945,143.60659,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9912,-36.40959,143.53907,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9913,-37.14921,145.01774,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9914,-36.65504,144.43763,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9915,-36.10265,145.06659,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9916,-36.75461,144.67848,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9917,-38.61597,143.52083,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N
9918,-38.3355,142.24687,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9919,-37.27024,144.07414,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9920,-36.28469,146.14438,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9921,-37.22084,144.0445,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9922,-37.70477,143.53159,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9923,-37.70969,143.59528,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9924,-37.01482,145.58758,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9925,-36.13549,146.64933,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9926,-35.74997,143.84509,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9927,-37.30514,144.10098,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9928,-37.30514,144.10098,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9929,-37.30514,144.10098,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9930,-36.73834,143.20557,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9931,-37.67991,144.05908,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9932,-37.67991,144.05908,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9933,-38.11103,146.40804,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
9934,-38.356,146.3857,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
9935,-36.12853,146.6384,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9936,-35.88478,142.76238,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9937,-38.01876,141.61228,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9938,-38.15785,141.52659,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9939,-38.21478,141.73997,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9940,-38.02541,141.17126,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9941,-38.20047,141.40716,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9942,-38.04593,141.22155,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9943,-38.09129,145.46155,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
9944,-38.10523,145.45065,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
9945,-38.09129,145.46155,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
9946,-38.32561,146.5045,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
9947,-37.6789,143.81696,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9948,-36.40128,142.30758,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9949,-35.92935,144.40316,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9950,-35.9263,144.40696,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9951,-37.25614,141.91361,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9952,-37.49483,145.41926,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
9953,-37.49483,145.41926,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
9954,-37.39164,144.27101,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
9955,-37.95398,145.80739,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
9956,-37.83429,145.26359,N,Y,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
9957,-37.81942,145.27252,N,Y,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
9958,-37.81942,145.27252,N,Y,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
9959,-37.81942,145.27252,N,Y,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
9960,-37.81942,145.27252,N,Y,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
9961,-37.8453,145.30823,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
9962,-36.10979,144.30702,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9963,-37.79961,145.83926,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
9964,-36.09183,146.62264,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9965,-37.28378,144.09334,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9966,-37.28378,144.09334,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9967,-37.28378,144.09334,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9968,-37.79864,148.70875,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
9969,-36.5362,142.4812,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9970,-37.5011,148.8549,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
9971,-37.8323,145.7898,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
9972,-37.8323,145.7898,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
9973,-36.2358,146.9842,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9974,-36.2029,146.6513,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9975,-37.0272,145.6531,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9976,-36.1044,146.7135,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9977,-38.1016,145.3011,N,Y,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
9978,-37.3802,148.67365,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
9979,-38.00069,145.61644,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
9980,-38.2014,142.10013,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9981,-37.5052,144.63148,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9982,-38.2872,145.08389,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
9983,-38.0554,146.36878,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
9984,-38.0892,146.39142,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
9985,-37.6688,142.32988,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9986,-38.1116,141.8393,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9987,-37.8211,141.4546,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9988,-37.8211,141.4546,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9989,-37.6137,141.258,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9990,-37.6137,141.258,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9991,-37.7286,141.231,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9992,-37.7286,141.231,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9993,-37.3655,141.1861,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9994,-37.2865,141.3331,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9995,-37.2865,141.3331,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9996,-37.3755,141.2856,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9997,-37.3755,141.2856,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
9998,-38.6456,143.0649,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
9999,-37.8371,144.2315,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
10000,-37.8371,144.2315,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
10001,-38.3876,144.1589,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
10002,-38.3876,144.1589,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
10003,-37.4086,144.19063,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
10004,-37.4527,144.32525,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
10005,-38.0374,145.17954,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
10006,-37.5071,144.02772,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
10007,-37.8018,141.42805,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
10008,-34.22879,142.23043,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
10009,-37.9604,143.48,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
10010,-37.9604,143.48,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
10011,-36.9827,144.80863,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
10012,-37.69108,149.43615,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
10013,-37.2675,149.00214,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
10014,-37.2596,148.96736,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
10015,-36.7868,147.02197,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
10016,-37.6805,149.06917,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
10017,-37.6007,148.37881,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
10018,-37.6782,149.1824,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
10019,-37.7201,149.27368,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
10020,-38.4146,144.1137,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
10021,-38.3863,144.1976,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
10022,-38.3768,144.0928,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
10023,-38.4221,144.114,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
10024,-38.456,144.021,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
10025,-38.3731,144.0859,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
10026,-38.3731,144.0859,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
10027,-38.4821,144.98731,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
10028,-37.4162,144.1774,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
10029,-38.7427,143.26145,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
10030,-38.4238,145.05263,N,Y,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
10031,-38.4238,145.05263,N,Y,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
10032,-37.8887,145.39766,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
10033,-37.462,144.18954,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
10034,-37.8887,145.39766,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
10035,-37.8887,145.39766,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
10036,-37.8887,145.39766,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N
10037,-36.1044,146.7135,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
10038,-37.6933,147.1664,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
10039,-37.8055,145.73157,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
10040,-37.5487,145.51378,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
10041,-37.2597,144.0693,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
10042,-37.6978,146.34913,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
10043,-38.3504,147.03777,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
10044,-37.8829,147.29324,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
10045,-37.9305,147.27992,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
10046,-36.7642,143.025,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
10047,-36.9478,143.33333,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
10048,-37.3892,144.2405,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
10049,-37.3782,144.2429,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
10050,-37.5015,145.51915,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
10051,-36.7933,143.41083,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
10052,-36.9478,143.33333,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
10053,-37.5513,145.749,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
10054,-36.55,141.61667,N,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N
10055,-34.16546,141.46413,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
10056,-34.43333,142.01667,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
10057,-34.3717,141.23333,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
10058,-36.8,144.51667,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
10059,-36.5833,145.0167,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
10060,-36.85,144.48333,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
10061,-35.86944,144.37222,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
10062,-36.46667,141.59167,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
10063,-35.96374,144.49065,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
10064,-34.36667,141.36667,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
10065,-36.51485,141.10645,N,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N
10066,-38.26905,147.02243,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
10067,-38.19189,146.95943,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
10068,-37.08674,144.64129,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
10069,-37.49996,146.09333,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N
10070,-37.21943,148.98192,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
10071,-37.21994,148.80093,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
10072,-37.49602,149.54128,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
