"","RELIABILITY_TXT","SAMPLING_METHOD_DESC","RECORD_TYPE","Point","Point_Distance","Line","Line_Distance","forest","public_land","ridge","vicgov_region","75m_dem_streams_burned_sept2012.tif","Anisotrophic_Heating_Ruggedbess.tif","ecoregion1750.tif","ecoregion2014.tif","ibra_hex.tif","land_cov_use3.tif","log_vertical_distance_saline_wetlands_sept2012.tif","ProtectionIndex.tif","Radiometrics_2014_k.tif","Radiometrics_2014_th.tif","sept2014JanMaxTemp.tif","sept2014JanRainfall.tif","sept2014JulMinTemp.tif","sept2014JulRainfall.tif","vegtpye3_4.tif","wetness_index_saga_sept2012.tif"
"3333","low reliability","Elliott trap","Captured and released","place",4451.24744,"road",0.002917153,"Y","Y","N","Y",487.600006103516,-1.71249997615814,21,68,108,6,2.67890000343323,0.0644999966025353,0.31086653470993,9.67576789855957,262.759002685547,51.7102012634277,51.7840995788574,69.6019973754883,6,11.6729001998901
"3334","low reliability","Elliott trap","Captured and released","place",4451.24744,"road",0.002917153,"Y","Y","N","Y",487.600006103516,-1.71249997615814,21,68,108,6,2.67890000343323,0.0644999966025353,0.31086653470993,9.67576789855957,262.759002685547,51.7102012634277,51.7840995788574,69.6019973754883,6,11.6729001998901
"3335","low reliability","Elliott trap","Captured and released","place",4451.24744,"road",0.002917153,"Y","Y","N","Y",487.600006103516,-1.71249997615814,21,68,108,6,2.67890000343323,0.0644999966025353,0.31086653470993,9.67576789855957,262.759002685547,51.7102012634277,51.7840995788574,69.6019973754883,6,11.6729001998901
"3336","low reliability","Elliott trap","Captured and released","place",4451.24744,"road",0.002917153,"Y","Y","N","Y",487.600006103516,-1.71249997615814,21,68,108,6,2.67890000343323,0.0644999966025353,0.31086653470993,9.67576789855957,262.759002685547,51.7102012634277,51.7840995788574,69.6019973754883,6,11.6729001998901
"3337","low reliability","Elliott trap","Captured and released","place",4451.24744,"road",0.002917153,"Y","Y","N","Y",487.600006103516,-1.71249997615814,21,68,108,6,2.67890000343323,0.0644999966025353,0.31086653470993,9.67576789855957,262.759002685547,51.7102012634277,51.7840995788574,69.6019973754883,6,11.6729001998901
"3338","low reliability","Elliott trap","Captured and released","place",4451.24744,"road",0.002917153,"Y","Y","N","Y",487.600006103516,-1.71249997615814,21,68,108,6,2.67890000343323,0.0644999966025353,0.31086653470993,9.67576789855957,262.759002685547,51.7102012634277,51.7840995788574,69.6019973754883,6,11.6729001998901
"3339","low reliability","Elliott trap","Captured and released","place",4451.24744,"road",0.002917153,"Y","Y","N","Y",487.600006103516,-1.71249997615814,21,68,108,6,2.67890000343323,0.0644999966025353,0.31086653470993,9.67576789855957,262.759002685547,51.7102012634277,51.7840995788574,69.6019973754883,6,11.6729001998901
"3340","low reliability","Elliott trap","Captured and released","place",4451.24744,"road",0.002917153,"Y","Y","N","Y",487.600006103516,-1.71249997615814,21,68,108,6,2.67890000343323,0.0644999966025353,0.31086653470993,9.67576789855957,262.759002685547,51.7102012634277,51.7840995788574,69.6019973754883,6,11.6729001998901
"3341","low reliability","Faunatech hair tubes(bait type in X)","Identified from hair or scats","airport",7608.084558,"watercourse_stream",0.016923728,"Y","Y","N","Y",112.199996948242,-0.0557999983429909,3,21,108,8,2.01869988441467,0.0684999972581863,0.179344922304153,6.12030553817749,295.96630859375,21.2241992950439,67.5410003662109,10.6077003479004,8,12.5045003890991
"3342","low reliability","Faunatech hair tubes(bait type in X)","Identified from hair or scats","place",6399.278273,"watercourse_river",0.005050236,"Y","N","N","Y",126.800003051758,0.0666999965906143,62,98,129,16,2.09710001945496,0.0226000007241964,0,1.76559710502625,277.548614501953,15.5513000488281,74.4486999511719,24.5953006744385,103,15.9570999145508
"3343","low reliability","Faunatech hair tubes(bait type in X)","Identified from hair or scats","place",6399.278273,"watercourse_river",0.005050236,"Y","N","N","Y",126.800003051758,0.0666999965906143,62,98,129,16,2.09710001945496,0.0226000007241964,0,1.76559710502625,277.548614501953,15.5513000488281,74.4486999511719,24.5953006744385,103,15.9570999145508
"3344","low reliability","Faunatech hair tubes(bait type in X)","Identified from hair or scats","place",6399.278273,"watercourse_river",0.005050236,"Y","N","N","Y",126.800003051758,0.0666999965906143,62,98,129,16,2.09710001945496,0.0226000007241964,0,1.76559710502625,277.548614501953,15.5513000488281,74.4486999511719,24.5953006744385,103,15.9570999145508
"3345","high reliability","Elliott trap","Captured and released","mountain",7550.404622,"road",0.009655568,"Y","Y","Y","Y",1217.40002441406,-4.4355001449585,18,67,135,11,3.0815999507904,0.123199999332428,1.67775571346283,12.7188472747803,240.110000610352,45.7966995239258,10.020899772644,73.8876037597656,11,11.0881996154785
"3346","high reliability","Elliott trap","Captured and released","mountain",7550.404622,"road",0.009655568,"Y","Y","Y","Y",1217.40002441406,-4.4355001449585,18,67,135,11,3.0815999507904,0.123199999332428,1.67775571346283,12.7188472747803,240.110000610352,45.7966995239258,10.020899772644,73.8876037597656,11,11.0881996154785
"3347","high reliability","Hair tube","Identified from hair or scats","rail_station",5532.332669,"watercourse_river",0.013868699,"Y","Y","N","N",368.399993896484,-0.417699992656708,53,6,114,12,2.44849991798401,0.0754000023007393,1.09944617748261,11.1500492095947,280.426513671875,6.99770021438599,66.24169921875,18.8549995422363,12,14.7582998275757
"3348","high reliability","Elliott trap","Captured and released","mountain",1078.480593,"watercourse_stream",0.009673564,"Y","Y","N","N",699,8.16440010070801,66,109,88,12,2.82979989051819,0.155200004577637,1.31918001174927,11.4312477111816,282.231994628906,26.1847991943359,42.9094009399414,110.370903015137,12,10.4526996612549
"3349","high reliability","Elliott trap","Captured and released","mountain",1233.063845,"watercourse_stream",0.010607819,"Y","Y","N","N",783.599975585938,0.863699972629547,4,101,88,12,2.88109993934631,0.0373000018298626,1.4707658290863,13.7098045349121,274.889801025391,29.925500869751,39.1419982910156,121.334396362305,12,10.6232995986939
"3350","high reliability","Elliott trap Large","Captured and released","place",2519.837187,"watercourse_stream",0.001576644,"Y","Y","N","N",526.799987792969,0.974399983882904,53,6,114,106,2.63129997253418,0.160699993371964,0.870207250118256,13.0554857254028,279.487701416016,8.51900005340576,53.0163993835449,68.0037002563477,106,13.2553997039795
"3351","high reliability","Elliott trap Large","Captured and released","place",2519.837187,"watercourse_stream",0.001576644,"Y","Y","N","N",526.799987792969,0.974399983882904,53,6,114,106,2.63129997253418,0.160699993371964,0.870207250118256,13.0554857254028,279.487701416016,8.51900005340576,53.0163993835449,68.0037002563477,106,13.2553997039795
"3352","high reliability","Elliott trap Large","Captured and released","place",2519.837187,"watercourse_stream",0.001576644,"Y","Y","N","N",526.799987792969,0.974399983882904,53,6,114,106,2.63129997253418,0.160699993371964,0.870207250118256,13.0554857254028,279.487701416016,8.51900005340576,53.0163993835449,68.0037002563477,106,13.2553997039795
"3353","high reliability","Elliott trap Large","Captured and released","place",3729.801467,"road",0.001860387,"Y","Y","N","N",564.799987792969,0.00980000011622906,19,100,80,12,2.66720008850098,0.025000000372529,0.938238561153412,10.835485458374,277.942687988281,9.13939952850342,52.0425987243652,71.1592025756836,12,11.870400428772
"3354","high reliability","Elliott trap Large","Captured and released","place",3729.801467,"road",0.001860387,"Y","Y","N","N",564.799987792969,0.00980000011622906,19,100,80,12,2.66720008850098,0.025000000372529,0.938238561153412,10.835485458374,277.942687988281,9.13939952850342,52.0425987243652,71.1592025756836,12,11.870400428772
"3355","high reliability","Bat trap","Captured and released","place",4176.672425,"watercourse_stream",0.021711033,"Y","Y","N","Y",24.3999996185303,0.0221999995410442,16,95,122,19,1.45220005512238,0.000699999975040555,0,1.76559710502625,277.152587890625,21.3218994140625,71.1540985107422,13.8458995819092,103,16.5827007293701
"3356","low reliability","Camera - Surveillance/Remote","Seen","rail_station",7346.704055,"watercourse_stream",0.015608522,"Y","Y","N","Y",83.4000015258789,-0.298500001430511,62,98,124,16,1.88639998435974,0.0286999996751547,0.330596178770065,12.4704523086548,284.929107666016,26.1616992950439,74.7048034667969,49.8605003356934,106,14.5457000732422
"3357","low reliability","Camera - Surveillance/Remote","Seen","mountain",4668.015221,"road",0.001036505,"Y","Y","N","Y",87.1999969482422,0.0540999993681908,62,98,118,16,1.89890003204346,0.0198999997228384,0.661867022514343,9.66863536834717,290.842590332031,25.2989997863769,73.5873031616211,40.4123001098633,106,16.482500076294
"3358","low reliability","Camera - Surveillance/Remote","Seen","place",6461.551148,"road",0.017985621,"Y","Y","N","Y",36.5999984741211,-0.118400000035763,62,118,118,19,1.50440001487732,0.0261000003665686,1.14075469970703,17.2646293640137,292.114685058594,14.931300163269,84.8544006347656,31.4957008361816,103,15.3969001770019
"3359","low reliability","Camera - Surveillance/Remote","Observation with supporting evidence","place",10435.88982,"watercourse_stream",0.02611688,"Y","Y","N","Y",311.799987792969,2.15630006790161,8,78,103,12,2.48580002784729,0.11429999768734,0.781896531581879,12.1571235656738,285.785614013672,24.7068996429443,59.3722991943359,9.66549968719482,12,13.7565002441406
"3360","low reliability","Camera - Surveillance/Remote","Observation","mountain",1885.700672,"watercourse_river",0.007549556,"Y","Y","Y","N",502.799987792969,0.545199990272522,7,105,106,20,2.68009996414185,0.044599998742342,0.465600222349167,5.97443866729736,276.093994140625,40.3983001708984,65.931999206543,87.0043029785156,12,14.3465003967285
"3361","low reliability","Camera - Surveillance/Remote","Observation with supporting evidence","mountain",9830.416774,"watercourse_stream",0.015607651,"Y","Y","N","Y",1237.59997558594,-0.28549998998642,25,125,133,7,3.08780002593994,0.0223999992012978,1.22065675258637,10.0790939331055,217.721801757812,55.076301574707,27.0242004394531,166.701995849609,7,14.1808004379273
"3362","high reliability","Elliott trap","Captured and released","airport",11691.4222,"watercourse_stream",0.018943377,"Y","Y","N","Y",61,-0.0127999996766448,16,154,122,17,1.79240000247955,0.0059000002220273,0,1.76559710502625,268.144714355469,13.9064998626709,72.7172012329102,16.8553009033203,6,15.7536001205444
"3363","high reliability","Elliott trap","Captured and released","place",8162.516613,"watercourse_river",0.009298106,"Y","Y","N","Y",58.2000007629395,-0.0122999995946884,16,95,122,3,1.76160001754761,0.00510000018402934,0,1.76559710502625,281.2373046875,23.5807991027832,62.130199432373,10.7709999084473,3,15.7277002334595
"3364","low reliability","Camera - Surveillance/Remote","Observation","place",11242.1688,"road",0.002476898,"Y","Y","N","Y",664.799987792969,-1.1117000579834,46,124,108,7,2.81410002708435,0.100500002503395,0.5636927485466,10.501630783081,250.759902954102,48.6180992126465,48.1021995544434,118.197303771973,7,12.8291997909546
"3365","low reliability","Camera - Surveillance/Remote","Observation","place",10111.20022,"road",0.001434933,"Y","Y","N","Y",471.600006103516,-0.787999987602234,4,101,108,7,2.66100001335144,0.0425000004470348,0.972652614116669,9.47319793701172,262.954895019531,46.4841003417969,46.4926986694336,100.81950378418,7,11.5398998260498
"3366","low reliability","Camera - Surveillance/Remote","Observation","mountain",579.3864208,"road",0.002279114,"Y","Y","N","Y",265.399993896484,0.308499991893768,62,98,99,6,2.42449998855591,0.00820000004023314,0,1.76559710502625,266.899597167969,42.3101005554199,59.8866004943848,56.4956016540527,6,11.9646997451782
"3367","low reliability","Camera - Surveillance/Remote","Observation","place",12895.30756,"road",0.000562671,"Y","Y","N","Y",791.799987792969,-8.33250045776367,8,78,115,7,2.89619994163513,0.155000001192093,1.48274683952332,12.5686016082764,266.840515136719,32.6722984313965,20.1217002868652,29.7259998321533,7,10.4135999679565
"3368","low reliability","Camera - Surveillance/Remote","Observation","place",8282.657447,"road",0.023385054,"Y","Y","N","Y",185.800003051758,1.6059000492096,40,30,99,12,2.27220010757446,0.0595000013709068,0,1.76559710502625,271.144897460937,43.4108009338379,65.5959014892578,58.6026000976563,12,11.6484003067017
"3369","low reliability","Camera - Surveillance/Remote","Observation","mountain",3859.171917,"road",0.002902125,"Y","Y","Y","Y",857.799987792969,0.426600009202957,46,124,106,7,2.92389988899231,0.146099999547005,0.552109777927399,8.48050117492676,236.926895141602,53.8367004394531,41.2779006958008,158.311798095703,7,12.2959003448486
"3370","low reliability","Camera - Surveillance/Remote","Observation","mountain",2168.32828,"road",0.013322694,"Y","Y","Y","Y",984.799987792969,0.300700008869171,46,124,133,107,2.98679995536804,0.13060000538826,1.83118307590485,14.2931976318359,237.402099609375,48.836799621582,35.146800994873,161.835494995117,107,13.5423002243042
"3371","low reliability","Camera - Surveillance/Remote","Observation","mountain",7878.325729,"watercourse_river",0.002944188,"Y","Y","N","N",1380,3.2409999370575,58,127,133,111,3.13240003585815,0.135299995541573,1.51862061023712,16.5129375457764,213.637298583984,58.4065017700195,24.3866996765137,184.024398803711,111,11.3545999526978
"3372","high reliability","Hair tube","Indirect evidence","place",11074.70903,"road",0.015734059,"Y","Y","N","N",142.600006103516,0.0995000004768372,37,151,117,17,2.01620006561279,0.00820000004023314,0.324556827545166,4.92694139480591,270.465087890625,1.56190001964569,75.4449005126953,65.4873962402344,3,13.8674001693726
"3373","high reliability","Hair tube","Indirect evidence","mountain",7006.089802,"watercourse_river",0.004045756,"Y","Y","N","N",73.6927032470703,-0.0198999997228384,37,140,125,6,1.79059994220734,0.0212999992072582,0,1.76559710502625,260.457397460937,1.37950003147125,85.5737991333008,74.4783020019531,6,16.0168991088867
"3374","low reliability","Camera - Surveillance/Remote","Observation with supporting evidence","place",6265.942324,"road",0.001803439,"Y","Y","Y","N",337.799987792969,-4.0100998878479,63,65,106,12,2.49429988861084,0.101000003516674,0.419406205415726,6.17872142791748,280.674285888672,35.7368011474609,67.3130035400391,69.1519012451172,12,11.1589002609253
"3375","high reliability","General observations","Observation with supporting evidence","place",1918.765958,"watercourse_stream",0.002094508,"Y","Y","Y","N",375.200012207031,0.385800004005432,53,6,119,12,2.5058000087738,0.0680999979376793,0.761885523796082,10.0889358520508,284.74169921875,7.17640018463135,66.5860977172852,18.1070995330811,12,14.0732002258301
"3376","high reliability","Camera - Surveillance/Remote","Observation with supporting evidence","place",3829.903461,"watercourse_stream",0.000803588,"Y","Y","N","N",230.800003051758,-3.77329993247986,45,136,131,6,2.36279988288879,0.0405000001192093,0,1.76559710502625,245.94580078125,19.6665000915527,76.0497970581055,82.9331970214844,6,10.4256000518799
"3377","high reliability","Camera - Surveillance/Remote","Observation with supporting evidence","place",4186.672308,"watercourse_stream",0.001967951,"Y","Y","N","N",121.199996948242,-9.72249984741211,36,146,131,6,2.08240008354187,0.224999994039535,0,1.76559710502625,250.510803222656,16.985200881958,79.7566986083984,79.2671966552734,6,11.4941997528076
"3378","low reliability","Camera - Surveillance/Remote","Observation with supporting evidence","place",8411.56895,"road",0.000984405,"Y","N","Y","Y",269.799987792969,0.716000020503998,36,146,1,17,2.4293999671936,0.0949999988079071,0.217801034450531,4.19686079025269,259.90771484375,34.1501007080078,76.0966033935547,66.5960006713867,6,14.9715995788574
"3379","low reliability","Camera - Surveillance/Remote","Observation","mountain",1221.786246,"road",0.007668456,"Y","Y","Y","N",950.200012207031,0.849399983882904,25,125,106,7,2.96679997444153,0.0461999997496605,0.655463695526123,9.30685806274414,240.778305053711,53.630298614502,44.1875,158.169998168945,7,11.5047998428345
"3380","low reliability","Camera - Surveillance/Remote","Observation","place",8778.817844,"road",0.001501562,"Y","Y","N","Y",479.600006103516,0,63,65,108,7,2.67239999771118,0.117799997329712,1.19754767417908,13.1258459091187,266.299713134766,42.785701751709,59.8356018066406,58.5814018249512,7,16.1714000701904
"3381","low reliability","Camera - Surveillance/Remote","Observation with supporting evidence","mountain",7838.912931,"road",0.000557566,"Y","Y","N","Y",145.600006103516,0.20610000193119,22,71,99,6,2.167799949646,0.0263000000268221,0,1.76559710502625,272.649597167969,46.9061012268066,64.0940017700195,61.2621002197266,6,14.4701995849609
"3382","low reliability","Camera - Surveillance/Remote","Observation with supporting evidence","place",5751.608918,"road",0.000475362,"Y","Y","N","Y",50,-0.093800000846386,47,31,99,6,1.71329998970032,0.094700001180172,0,1.76559710502625,277.457092285156,41.1236991882324,69.6691970825195,54.4131011962891,6,15.427300453186
"3383","low reliability","Camera - Surveillance/Remote","Observation with supporting evidence","place",7653.835652,"road",0.000583333,"Y","Y","N","Y",149.600006103516,0.0113000003620982,21,68,99,6,2.17960000038147,0.0581000000238419,0,1.76559710502625,269.076995849609,41.3490982055664,68.2627029418945,57.8955993652344,6,12.7298002243042
"3384","low reliability","Camera - Surveillance/Remote","Observation with supporting evidence","peninsula",6813.014043,"road",0.000520225,"Y","Y","N","Y",114,-1.25919997692108,21,68,99,6,2.06229996681213,0.0463000014424324,0,1.76559710502625,265.541412353516,38.1622009277344,71.7232971191406,56.1138000488281,6,12.065899848938
"3385","low reliability","Camera - Surveillance/Remote","Observation with supporting evidence","place",6527.770401,"road",0.008599298,"Y","Y","N","Y",108.599998474121,0.18970000743866,62,98,134,6,2.0404999256134,0.0329999998211861,0.484343111515045,1.70523059368134,274.806884765625,39.0699996948242,54.9297981262207,34.901798248291,6,15.0959997177124
"3386","low reliability","Camera - Surveillance/Remote","Observation with supporting evidence","place",7253.354152,"watercourse_stream",0.000100992,"Y","Y","N","Y",398,2.25679993629456,21,68,99,6,2.60060000419617,0.0491000004112721,0,1.76559710502625,258.393493652344,55.2787017822266,45.4626998901367,75.4873962402344,6,10.3725004196167
"3387","low reliability","Camera - Surveillance/Remote","Observation with supporting evidence","mountain",6749.920696,"watercourse_stream",0.011375589,"Y","Y","N","Y",283.799987792969,-0.549199998378754,63,65,109,12,2.45309996604919,0.0797000005841255,0.220195934176445,3.30567002296448,274.933288574219,31.738000869751,50.4258003234863,32.8879013061523,12,11.8641996383667
"3388","low reliability","Camera - Surveillance/Remote","Observation with supporting evidence","mountain",7902.706644,"watercourse_river",0.032904576,"Y","Y","N","Y",129.399993896484,0.00960000045597553,22,71,99,6,2.11319994926453,0.0272000003606081,0,1.76559710502625,267.893188476563,41.1067008972168,76.7987976074219,55.7975997924805,6,16.486499786377
"3389","low reliability","Camera - Surveillance/Remote","Observation with supporting evidence","mountain",12116.89812,"watercourse_river",0.008982239,"Y","Y","N","Y",531.599975585938,1.63220000267029,63,65,115,6,2.72550010681152,0.0773999989032745,0,1.76559710502625,265.9453125,37.2617988586426,53.7117004394531,57.4873008728027,6,11.2170000076294
"3390","low reliability","Camera - Surveillance/Remote","Observation with supporting evidence","mountain",19126.25631,"road",0.000265577,"Y","Y","N","Y",455.399993896484,5.98169994354248,8,78,115,12,2.65520000457764,0.111100003123283,1.7335399389267,16.1690101623535,281.633911132812,28.3680000305176,40.3338012695312,35.1888008117676,12,10.7246999740601
"3391","high reliability","Specimen","Museum specimen","mountain",5662.696614,"watercourse_river",0.0121333,"Y","Y","N","N",706.599975585938,-2.45840001106262,66,109,75,7,2.83629989624023,0.159299999475479,1.84289789199829,14.8645811080933,298.8662109375,25.3971996307373,38.2168998718262,112.302101135254,7,11.4315004348755
"3392","high reliability","Camera - Surveillance/Remote","Observation with supporting evidence","place",4785.922836,"watercourse_stream",0.00480493,"Y","Y","Y","N",525.200012207031,-2.01760005950928,53,6,119,112,2.65409994125366,0.128099992871285,1.55257833003998,13.7980270385742,270.84521484375,14.953800201416,53.1403999328613,55.6982002258301,112,13.1690998077393
"3393","high reliability","Camera - Surveillance/Remote","Observation with supporting evidence","place",4910.666479,"watercourse_stream",0.002084498,"Y","Y","Y","N",567,0.126499995589256,64,102,119,12,2.69199991226196,0.0432999990880489,1.66082084178925,11.9530000686646,269.990814208984,15.8594999313355,51.6351013183594,56.3899993896484,12,12.0685997009277
"3394","low reliability","General observations","Seen","rail_station",4002.117741,"road",0.001080152,"Y","N","N","Y",220.199996948242,-1.32659995555878,40,30,124,6,2.3257999420166,0.044599998742342,0.275326758623123,9.66471195220947,279.622802734375,29.5748996734619,77.2888031005859,55.2462997436523,6,10.944899559021
"3395","low reliability","Camera - Surveillance/Remote","Observation with supporting evidence","place",6354.715633,"road",0.002666109,"Y","Y","N","Y",305.600006103516,-0.178800001740456,63,65,108,6,2.47300004959106,0.123099997639656,1.23111081123352,13.4599657058716,270.8251953125,41.5817985534668,61.5452003479004,53.165699005127,6,14.322099685669
"3396","low reliability","General observations","Seen","place",2547.762301,"road",0.010506136,"Y","N","N","Y",125,0.212500005960464,62,98,124,16,2.07529997825623,0.0254999995231628,0.880739033222199,17.8803596496582,282.761596679688,24.9664993286133,78.114501953125,43.5731010437012,6,14.1904001235962
"3397","low reliability","Camera - Surveillance/Remote","Seen","place",9951.717083,"road",0.003538353,"Y","Y","N","Y",478.600006103516,3.09669995307922,63,65,108,7,2.667799949646,0.101300001144409,0.596061706542969,8.30584907531738,263.308990478516,47.1703987121582,45.7579002380371,97.8211975097656,7,11.0209999084473
"3398","low reliability","Camera - Surveillance/Remote","Seen","mountain",461.6585009,"road",0.003048869,"Y","Y","N","Y",454.600006103516,-0.823199987411499,63,65,124,7,2.64739990234375,0.103299997746944,0.507061898708344,11.2510719299316,264.24951171875,43.1764984130859,60.8672981262207,94.3273010253906,7,12.1438999176025
"3399","low reliability","Camera - Surveillance/Remote","Observation","place",2308.782133,"road",0.00221532,"Y","N","N","Y",64.8000030517578,0.0390999987721443,17,92,106,16,1.6680999994278,0.0181000009179115,0.681209444999695,13.5021553039551,303.769287109375,6.23460006713867,86.7656021118164,16.7583999633789,103,16.6175003051758
"3400","low reliability","Camera - Surveillance/Remote","Seen","place",11303.06353,"watercourse_river",0.001378982,"Y","Y","N","Y",393,0.0218000002205372,4,101,108,6,2.57999992370606,0.0357000008225441,0.474074393510819,10.1591863632202,269.292510986328,42.4589996337891,50.6473007202148,89.7202987670898,6,14.3741998672485
"3401","high reliability","Elliott trap","Captured and released","place",1838.249564,"watercourse_stream",0.006950196,"Y","Y","N","N",392.799987792969,0.92330002784729,36,147,131,7,2.56369996070862,0.0766000002622604,0,1.76559710502625,234.503997802734,43.0802993774414,66.4815979003906,127.236602783203,7,10.930700302124
"3402","high reliability","Elliott trap","Captured and released","place",1838.249564,"watercourse_stream",0.006950196,"Y","Y","N","N",392.799987792969,0.92330002784729,36,147,131,7,2.56369996070862,0.0766000002622604,0,1.76559710502625,234.503997802734,43.0802993774414,66.4815979003906,127.236602783203,7,10.930700302124
"3403","high reliability","Elliott trap","Captured and released","place",1838.249564,"watercourse_stream",0.006950196,"Y","Y","N","N",392.799987792969,0.92330002784729,36,147,131,7,2.56369996070862,0.0766000002622604,0,1.76559710502625,234.503997802734,43.0802993774414,66.4815979003906,127.236602783203,7,10.930700302124
"3404","high reliability","Elliott trap","Captured and released","place",1838.249564,"watercourse_stream",0.006950196,"Y","Y","N","N",392.799987792969,0.92330002784729,36,147,131,7,2.56369996070862,0.0766000002622604,0,1.76559710502625,234.503997802734,43.0802993774414,66.4815979003906,127.236602783203,7,10.930700302124
"3405","high reliability","Elliott trap","Captured and released","place",1838.249564,"watercourse_stream",0.006950196,"Y","Y","N","N",392.799987792969,0.92330002784729,36,147,131,7,2.56369996070862,0.0766000002622604,0,1.76559710502625,234.503997802734,43.0802993774414,66.4815979003906,127.236602783203,7,10.930700302124
"3406","high reliability","Elliott trap","Captured and released","place",1838.249564,"watercourse_stream",0.006950196,"Y","Y","N","N",392.799987792969,0.92330002784729,36,147,131,7,2.56369996070862,0.0766000002622604,0,1.76559710502625,234.503997802734,43.0802993774414,66.4815979003906,127.236602783203,7,10.930700302124
"3407","high reliability","Elliott trap","Captured and released","place",1838.249564,"watercourse_stream",0.006950196,"Y","Y","N","N",392.799987792969,0.92330002784729,36,147,131,7,2.56369996070862,0.0766000002622604,0,1.76559710502625,234.503997802734,43.0802993774414,66.4815979003906,127.236602783203,7,10.930700302124
"3408","high reliability","Elliott trap","Captured and released","place",1838.249564,"watercourse_stream",0.006950196,"Y","Y","N","N",392.799987792969,0.92330002784729,36,147,131,7,2.56369996070862,0.0766000002622604,0,1.76559710502625,234.503997802734,43.0802993774414,66.4815979003906,127.236602783203,7,10.930700302124
"3409","high reliability","Elliott trap","Captured and released","place",1838.249564,"watercourse_stream",0.006950196,"Y","Y","N","N",392.799987792969,0.92330002784729,36,147,131,7,2.56369996070862,0.0766000002622604,0,1.76559710502625,234.503997802734,43.0802993774414,66.4815979003906,127.236602783203,7,10.930700302124
"3410","high reliability","Elliott trap","Captured and released","place",1838.249564,"watercourse_stream",0.006950196,"Y","Y","N","N",392.799987792969,0.92330002784729,36,147,131,7,2.56369996070862,0.0766000002622604,0,1.76559710502625,234.503997802734,43.0802993774414,66.4815979003906,127.236602783203,7,10.930700302124
"3411","high reliability","Cage trap","Captured and released","mountain",8893.780138,"watercourse_river",0.006514387,"Y","Y","Y","N",216.800003051758,0.0315000005066395,45,148,131,17,2.27649998664856,0.0527000017464161,0,1.76559710502625,250.34049987793,23.5307006835937,73.124397277832,107.334602355957,6,13.3766002655029
"3412","high reliability","Cage trap","Captured and released","mountain",8893.780138,"watercourse_river",0.006514387,"Y","Y","Y","N",216.800003051758,0.0315000005066395,45,148,131,17,2.27649998664856,0.0527000017464161,0,1.76559710502625,250.34049987793,23.5307006835937,73.124397277832,107.334602355957,6,13.3766002655029
"3413","high reliability","Elliott trap","Captured and released","peninsula",6734.618033,"coast",0.006848084,"Y","Y","N","N",-0.600000023841858,-0.116200000047684,84,170,141,-99,0,0.0681999996304512,0,0,246.940994262695,22.323299407959,94.9817962646484,90.0995025634766,-99,17.7658004760742
"3414","high reliability","Elliott trap","Captured and released","peninsula",6734.618033,"coast",0.006848084,"Y","Y","N","N",-0.600000023841858,-0.116200000047684,84,170,141,-99,0,0.0681999996304512,0,0,246.940994262695,22.323299407959,94.9817962646484,90.0995025634766,-99,17.7658004760742
"3415","high reliability","Elliott trap","Captured and released","place",1945.267025,"watercourse_stream",8.14e-05,"Y","Y","N","N",4.19999980926514,-0.551699995994568,84,170,141,-99,0,0.045499999076128,0,1.76559710502625,262.102508544922,6.85449981689453,89.0532989501953,47.1596984863281,-99,16.6980991363525
"3416","high reliability","Elliott trap","Captured and released","place",1945.267025,"watercourse_stream",8.14e-05,"Y","Y","N","N",4.19999980926514,-0.551699995994568,84,170,141,-99,0,0.045499999076128,0,1.76559710502625,262.102508544922,6.85449981689453,89.0532989501953,47.1596984863281,-99,16.6980991363525
"3417","high reliability","Elliott trap","Captured and released","place",1945.267025,"watercourse_stream",8.14e-05,"Y","Y","N","N",4.19999980926514,-0.551699995994568,84,170,141,-99,0,0.045499999076128,0,1.76559710502625,262.102508544922,6.85449981689453,89.0532989501953,47.1596984863281,-99,16.6980991363525
"3418","high reliability","Elliott trap","Captured and released","place",4047.466882,"road",0.000716518,"Y","Y","N","N",146.266693115234,-0.455300003290176,45,136,130,16,1.94879996776581,0.0274000000208616,0.606963396072388,4.21214580535889,266.786010742187,12.0387001037598,68.4085006713867,75.9151992797852,6,13.181300163269
"3419","high reliability","Elliott trap","Captured and released","place",552.6622435,"road",0.003056164,"Y","Y","Y","N",1341.59997558594,12.0649995803833,46,124,138,11,3.12190008163452,0.147799998521805,1.59416055679321,16.8206176757813,234.595703125,44.6609001159668,21.0881004333496,154.704498291016,11,10.2869997024536
"3420","high reliability","Elliott trap","Captured and released","mountain",1330.068273,"watercourse_stream",0.003209273,"N","N","N","Y",132.199996948242,-0.151700004935265,40,30,124,12,2.06669998168945,0.0568999983370304,0.761543750762939,14.2543649673462,290.875793457031,26.4988994598389,79.0386962890625,55.543701171875,12,13.9638996124268
"3421","high reliability","Elliott trap","Captured and released","mountain",15653.09469,"watercourse_river",0.021253421,"Y","Y","N","Y",1018.79998779297,-3.0074999332428,58,127,87,7,3.00740003585815,0.0834999978542328,1.11797368526459,10.5687799453735,236.096801757812,93.3022994995117,14.0062999725342,124.654800415039,7,12.0745000839233
