"","RELIABILITY_TXT","SAMPLING_METHOD_DESC","RECORD_TYPE","Point","Point_Distance","Line","Line_Distance","forest","public_land","ridge","vicgov_region","75m_dem_streams_burned_sept2012.tif","Anisotrophic_Heating_Ruggedbess.tif","ecoregion1750.tif","ecoregion2014.tif","ibra_hex.tif","land_cov_use3.tif","log_vertical_distance_saline_wetlands_sept2012.tif","ProtectionIndex.tif","Radiometrics_2014_k.tif","Radiometrics_2014_th.tif","sept2014JanMaxTemp.tif","sept2014JanRainfall.tif","sept2014JulMinTemp.tif","sept2014JulRainfall.tif","vegtpye3_4.tif","wetness_index_saga_sept2012.tif","LATITUDEDD_NUM","LONGITUDEDD_NUM"
"128","High reliability","Camera - Surveillance/Remote","Observation with supporting evidence","peninsula",7071.851675,"road",0.001094775,"Y","Y","N","Y",88.1999969482422,0.160999998450279,22,71,99,6,1.95340001583099,0.0148999998345971,0,1.76559710502625,271.162811279297,43.0220985412598,61.0321998596191,55.4752006530762,6,13.4096002578735,-37.75594,148.75939
"129","High reliability","Elliott trap","Captured and released","place",2696.022389,"watercourse_river",0.010360653,"Y","Y","N","N",186,0.0359000004827976,37,140,130,6,2.16330003738403,0.0214000009000301,0.155335888266563,4.78465604782105,260.844696044922,13.5302000045776,68.6632995605469,85.1552963256836,6,14.9573001861572,-38.4955,143.7026
"130","High reliability","Elliott trap","Captured and released","place",9196.64999,"watercourse_river",0.013375825,"Y","Y","N","Y",441.399993896484,0.324600011110306,7,105,124,7,2.63339996337891,0.0641999989748001,0.266691774129868,8.93760395050049,266.652099609375,41.2377014160156,57.4421997070313,94.7841033935547,7,12.5738000869751,-37.8575,145.857
"131","High reliability","Elliott trap Large","Captured and released","mountain",6927.434952,"watercourse_stream",0.011587434,"Y","Y","N","N",503.200012207031,0.414600014686585,19,100,80,12,2.60190010070801,0.022299999371171,1.19784724712372,11.7240409851074,286.277709960937,5.10610008239746,54.2495002746582,57.1397018432617,12,12.5536003112793,-37.2657,144.0714
"132","High reliability","Elliott trap Large","Captured and released","mountain",6927.434952,"watercourse_stream",0.011587434,"Y","Y","N","N",503.200012207031,0.414600014686585,19,100,80,12,2.60190010070801,0.022299999371171,1.19784724712372,11.7240409851074,286.277709960937,5.10610008239746,54.2495002746582,57.1397018432617,12,12.5536003112793,-37.2657,144.0714
"133","High reliability","Elliott trap Large","Captured and released","mountain",6927.434952,"watercourse_stream",0.011587434,"Y","Y","N","N",503.200012207031,0.414600014686585,19,100,80,12,2.60190010070801,0.022299999371171,1.19784724712372,11.7240409851074,286.277709960937,5.10610008239746,54.2495002746582,57.1397018432617,12,12.5536003112793,-37.2657,144.0714
"138","High reliability","Elliott trap","Captured and released","airport",6969.622784,"watercourse_stream",0.032715652,"Y","Y","N","Y",33.4000015258789,0.0243999995291233,16,154,122,17,1.55019998550415,0.00740000000223517,0,1.76559710502625,267.104400634766,15.8956003189087,66.1044006347656,14.8956003189087,6,15.1108999252319,-38.2514,147.20454
"139","High reliability","Camera - Surveillance/Remote","Observation","place",14681.80221,"watercourse_stream",0.006302109,"Y","Y","N","Y",804.400024414062,1.77400004863739,67,69,93,12,2.9021999835968,0.0690999999642372,0.666908621788025,9.14608573913574,265.776214599609,33.5005989074707,29.1800003051758,25.0904006958008,12,12.5600004196167,-37.2737,148.08281
"140","High reliability","Camera - Surveillance/Remote","Observation","place",5294.269271,"watercourse_stream",0.006992703,"Y","Y","N","Y",99.4000015258789,0.0687000006437302,21,68,134,6,1.99940001964569,0.0489999987185001,0,1.76559710502625,274.925201416016,32.8031005859375,62.263801574707,25.6945991516113,6,15.0286998748779,-37.7355,148.03075
"141","High reliability","Elliott trap","Captured and released","place",10599.77266,"watercourse_river",0.005847083,"Y","Y","N","Y",223.600006103516,0.270700007677078,40,74,108,17,2.3371000289917,0.0599000006914139,0.15252235531807,3.58912920951843,277.760894775391,29.9041004180908,66.5892028808594,45.1987991333008,6,13.3151998519898,-38.0603,146.36638
"142","High reliability","Camera - Surveillance/Remote","Seen","place",4067.635445,"watercourse_river",0.005413283,"Y","Y","Y","N",749.599975585938,-0.145899996161461,66,109,114,12,2.82500004768372,0.0898000001907349,1.25248301029205,8.90769481658936,264.869812011719,16.6084995269775,52.6240005493164,89.4039993286133,12,14.4239997863769,-37.3864,144.27834
"143","High reliability","Camera - Surveillance/Remote","Observation","peninsula",1766.75253,"road",0.001957939,"Y","Y","N","Y",-1,0,82,166,141,-99,0,0,0,1.76559710502625,256.394287109375,7.60559988021851,100.394401550293,55.605598449707,-99,19.4659996032715,-38.4832,144.89061
"144","High reliability","Camera - Surveillance/Remote","Observation","place",1975.814134,"watercourse_river",0.013672383,"Y","Y","N","Y",106.800003051758,-0.0188999995589256,57,145,118,16,2.02679991722107,0.0082999998703599,0,1.76559710502625,247.069793701172,17.414400100708,91.5475997924805,72.4219970703125,13,15.9638996124268,-38.4503,144.92333
"145","High reliability","Camera - Surveillance/Remote","Observation","place",2368.396963,"watercourse_river",0.01155196,"Y","Y","N","Y",92.8000030517578,-0.225400000810623,57,145,118,19,1.96650004386902,0.0318000018596649,0,1.76559710502625,247.442199707031,16.9594001770019,91.8830032348633,72.3675994873047,6,13.4041996002197,-38.4478,144.92657
"146","High reliability","Elliott trap","Captured and released","place",9155.244538,"road",0.035623949,"Y","N","N","Y",20.6000003814697,0.00270000007003546,16,95,122,103,1.36810004711151,0.00490000005811453,0,1.76559710502625,269.036804199219,13.9912996292114,70.0086975097656,12.6631002426147,103,16.0533008575439,-38.2416,147.30392
"147","High reliability","Camera - Surveillance/Remote","Seen","place",2653.053311,"road",0.022034557,"Y","Y","N","Y",544.200012207031,3.25959992408752,13,26,109,12,2.73280000686645,0.0995000004768372,1.33858060836792,10.4565372467041,270.404388427734,39.0363006591797,36.7417984008789,32.7131004333496,12,11.2468996047974,-37.4006,148.18666
"148","High reliability","Camera - Surveillance/Remote","Seen","place",4448.559984,"watercourse_stream",0.008874229,"Y","Y","N","N",35.4000015258789,-0.325599998235703,37,140,130,6,1.5061000585556,0.0135000003501773,0,1.76559710502625,263.139007568359,4.91149997711182,89.2453002929688,43.9628982543945,6,14.5959997177124,-38.4203,144.1147
"152","High reliability","Elliott trap","Captured and released","place",2096.285787,"road",0.005869068,"N","N","N","Y",242.399993896484,-0.0724999979138374,37,140,118,6,2.38680005073547,0.00870000012218952,0,1.76559710502625,249.559600830078,20.9803009033203,87.9000015258789,80.8238983154297,6,12.3473997116089,-38.337,144.99949
"200","High reliability","Elliott trap","Captured and released","mountain",4340.0108,"watercourse_stream",0.008158091,"Y","Y","Y","N",307.399993896484,-2.10419988632202,45,136,131,7,2.46519994735718,0.0557999983429909,0,1.76559710502625,235.962707519531,37.2243003845215,72.2321014404297,138.548492431641,7,12.8013000488281,-38.65785,143.50046
"201","High reliability","Elliott trap","Captured and released","mountain",4340.0108,"watercourse_stream",0.008158091,"Y","Y","Y","N",307.399993896484,-2.10419988632202,45,136,131,7,2.46519994735718,0.0557999983429909,0,1.76559710502625,235.962707519531,37.2243003845215,72.2321014404297,138.548492431641,7,12.8013000488281,-38.65785,143.50046
"202","High reliability","Elliott trap","Captured and released","place",16687.00642,"watercourse_stream",0.011796939,"Y","Y","N","Y",165.399993896484,-0.0653999969363213,16,95,122,6,2.21770000457764,0.031300000846386,0,1.76559710502625,261.574096679688,25.5863990783691,65.8398971557617,31.7313003540039,6,15.3071002960205,-38.30592,146.88176
"203","High reliability","Elliott trap","Captured and released","place",16687.00642,"watercourse_stream",0.011796939,"Y","Y","N","Y",165.399993896484,-0.0653999969363213,16,95,122,6,2.21770000457764,0.031300000846386,0,1.76559710502625,261.574096679688,25.5863990783691,65.8398971557617,31.7313003540039,6,15.3071002960205,-38.30592,146.88176
"204","High reliability","General observations","Captured and released","place",4956.587785,"watercourse_river",0.004897841,"Y","Y","N","N",1087,-1.37720000743866,46,124,133,7,3.02600002288818,0.0913000032305718,1.43122231960297,16.5259647369385,232.634902954102,51.4738998413086,29.6555995941162,183.954498291016,7,11.563099861145,-37.37126,145.8634
"205","High reliability","General observations","Captured and released","place",4956.587785,"watercourse_river",0.004897841,"Y","Y","N","N",1087,-1.37720000743866,46,124,133,7,3.02600002288818,0.0913000032305718,1.43122231960297,16.5259647369385,232.634902954102,51.4738998413086,29.6555995941162,183.954498291016,7,11.563099861145,-37.37126,145.8634
"206","High reliability","Elliott trap","Captured and released","mountain",4598.988507,"road",0.00619167,"Y","Y","N","N",269.399993896484,-7.14060020446777,6,76,136,3,2.38899993896484,0.173299998044968,1.58817112445831,13.9757509231567,340.763885498047,7.22840023040772,63.6379013061523,57.6110000610352,3,11.5124998092651,-36.14667,147.32417
"209","High reliability","Elliott trap","Captured and released","peninsula",6734.618033,"coast",0.006848084,"Y","Y","N","N",-0.600000023841858,-0.116200000047684,84,170,141,-99,0,0.0681999996304512,0,0,246.940994262695,22.323299407959,94.9817962646484,90.0995025634766,-99,17.7658004760742,-38.82468,143.57655
"210","High reliability","Elliott trap","Captured and released","peninsula",6734.618033,"coast",0.006848084,"Y","Y","N","N",-0.600000023841858,-0.116200000047684,84,170,141,-99,0,0.0681999996304512,0,0,246.940994262695,22.323299407959,94.9817962646484,90.0995025634766,-99,17.7658004760742,-38.82468,143.57655
"211","High reliability","General observations","Captured and released","rail_station",3886.36633,"watercourse_stream",0.005322293,"Y","Y","Y","N",466.600006103516,-0.366899996995926,40,30,119,12,2.60980010032654,0.0623999983072281,0.533321440219879,10.7709865570068,275.005493164062,14.3994998931885,57.6004981994629,39.2238006591797,12,14.1998996734619,-37.43724,144.5208
"212","High reliability","General observations","Captured and released","place",8755.166632,"road",0.009688129,"Y","Y","Y","N",261.600006103516,0.00350000010803342,30,112,112,103,1.67159998416901,0.00620000017806888,0.317319571971893,8.58617115020752,290.847412109375,2.16149997711182,67.0223999023438,37.1614990234375,103,16.5256996154785,-37.48643,142.41472
"213","High reliability","Scat census","Identified from hair or scats","mountain",3790.775242,"watercourse_river",0.01552266,"Y","Y","N","N",1291.19995117188,-0.817300021648407,46,124,111,11,3.10330009460449,0.0916000008583069,1.7811506986618,11.6397466659546,225.719100952148,49.0946006774902,21.6418991088867,168.346496582031,11,11.3582000732422,-37.07763,146.58444
"214","High reliability","Elliott trap","Captured and released","place",7403.570262,"road",0.002826357,"Y","Y","Y","N",541.599975585938,-0.00999999977648258,19,100,107,16,2.6577000617981,0.00989999994635582,0.310737550258636,9.10542392730713,275.392486572266,8.51360034942627,59.5290985107422,30.9192008972168,109,16.6268005371094,-37.51032,144.16432
"218","High reliability","Elliott trap","Captured and released","place",256.4626642,"watercourse_river",0.000381945,"N","N","N","Y",88.4000015258789,-0.879499971866608,37,140,118,6,1.94519996643066,0.0204000007361174,0.303221195936203,3.76928853988647,262.039093017578,14.3928003311157,89.5992965698242,53.6857986450195,6,11.9910001754761,-38.26491,145.01865
"219","High reliability","Incidental","Captured and released","place",7083.518674,"watercourse_river",0.00032772,"Y","Y","N","Y",66.4000015258789,-0.0204000007361174,16,95,122,3,1.81169998645783,0.0031999999191612,0,1.76559710502625,281.583312988281,26.8887004852295,59.6096000671387,13.3903999328613,3,15.9208002090454,-37.88384,147.28273
"221","High reliability","Hair tube","Identified from hair or scats","place",9954.43544,"road",0.01575792,"Y","Y","N","N",728.599975585938,-0.0176999997347593,4,101,114,16,2.8092999458313,0.0175000000745058,0.404225796461105,9.44732570648193,266.009704589844,15.9955997467041,49.0043983459473,95.5740966796875,12,15.4710998535156,-37.30579,144.28032
"222","High reliability","Large hair tubes","Identified from hair or scats","rail_station",5127.881384,"road",0.009078684,"Y","Y","N","Y",216.199996948242,0.0146000003442168,40,30,124,12,2.31870007514954,0.0472999997437,0.590462327003479,10.3190431594849,275.879211425781,35.9015998840332,69.7330017089844,70.2120971679688,12,11.2631998062134,-37.95614,145.60631
"223","High reliability","General observations","Observation","rail_station",1896.910058,"road",0.009667382,"Y","Y","N","Y",238.600006103516,0.848299980163574,40,30,124,16,2.36380004882812,0.0480999983847141,0.395135462284088,13.3912019729614,277.355499267578,29.8246002197266,77.9442977905273,56.2854995727539,12,11.7107000350952,-37.8933,145.34707
"224","High reliability","Scat census","Identified from hair or scats","place",15415.27453,"watercourse_river",0.013424144,"Y","Y","Y","N",1140.40002441406,-2.81789994239807,46,124,111,7,3.04909992218018,0.13459999859333,1.68102109432221,14.3434114456177,243.768707275391,42.5099983215332,26.7152004241943,159.143493652344,7,11.1329002380371,-37.06188,146.75549
"226","High reliability","Elliott trap","Captured and released","mountain",9283.336191,"watercourse_river",0.022229041,"Y","Y","Y","N",707.200012207031,0.846400022506714,7,105,103,12,2.83769989013672,0.0653999969363213,1.50869822502136,19.7448444366455,281.166198730469,27.0746994018555,42.8539009094238,111.15950012207,12,12.8280000686646,-37.11431,146.84312
"227","High reliability","Small hair tubes","Identified from hair or scats","mountain",1556.134491,"watercourse_river",0.002457493,"Y","Y","N","Y",288.200012207031,0.271699994802475,4,101,124,6,2.44400000572205,0.0342000015079975,0.389534145593643,9.32761573791504,273.766693115234,42.0004005432129,63.1363983154297,89.9430999755859,6,15.2843999862671,-37.89403,145.69164
"228","High reliability","Spotlighting on foot","Seen","place",3495.741169,"watercourse_stream",0.015202036,"Y","Y","N","N",722.400024414063,-3.56629991531372,46,124,102,7,2.84200000762939,0.0734999999403954,1.6399267911911,15.0682353973389,267.965301513672,33.9692993164063,43.242000579834,155.202194213867,7,10.2756996154785,-37.29559,145.86793
"229","High reliability","Pitfall with drift fence","Captured and released","place",7872.210233,"watercourse_river",0.004090897,"Y","Y","N","Y",905.200012207031,0.208299994468689,25,125,133,7,2.94989991188049,0.015599999576807,1.52235734462738,12.4254913330078,240.987594604492,53.6227989196777,37.2080993652344,150.692001342773,7,11.7305002212524,-37.73696,146.03942
"230","High reliability","Pitfall with drift fence","Captured and released","place",7872.210233,"watercourse_river",0.004090897,"Y","Y","N","Y",905.200012207031,0.208299994468689,25,125,133,7,2.94989991188049,0.015599999576807,1.52235734462738,12.4254913330078,240.987594604492,53.6227989196777,37.2080993652344,150.692001342773,7,11.7305002212524,-37.73696,146.03942
"231","High reliability","Pitfall with drift fence","Captured and released","place",7872.210233,"watercourse_river",0.004090897,"Y","Y","N","Y",905.200012207031,0.208299994468689,25,125,133,7,2.94989991188049,0.015599999576807,1.52235734462738,12.4254913330078,240.987594604492,53.6227989196777,37.2080993652344,150.692001342773,7,11.7305002212524,-37.73696,146.03942
