"","SAMPLING_METHOD_DESC","RECORD_TYPE","Point","Point_Distance","Line","Line_Distance","forest","public_land","75m_dem_streams_burned_sept2012.tif","Anisotrophic_Heating_Ruggedbess.tif","ecoregion1750.tif","ecoregion2014.tif","ibra_hex.tif","land_cov_use3.tif","log_vertical_distance_saline_wetlands_sept2012.tif","ProtectionIndex.tif","Radiometrics_2014_k.tif","Radiometrics_2014_th.tif","sept2014JanMaxTemp.tif","sept2014JanRainfall.tif","sept2014JulMinTemp.tif","sept2014JulRainfall.tif","vegtpye3_4.tif","wetness_index_saga_sept2012.tif","Reliability","log","lan"
"11001","Birds Australia 5km area search","Observation","place",8032.192296,"road",0.012178452,"Y","N",167.397796630859,-0.00039999998989515,39,16,82,16,2.10220003128052,0.00430000014603138,1.36105895042419,17.3649749755859,343.193298339844,-3.09730005264282,71.0515975952148,21.9027004241943,103,17.5566005706787,"high reliability",146.02716,-36.39828
"11002","Birds Australia 500m area search","Observation","place",6326.151436,"railway",0.015116814,"N","N",196.800003051758,-0.0913999974727631,42,50,94,103,1.87510001659393,0.0165999997407198,0.839938223361969,13.600811958313,321.375213623047,-3.8724000453949,62.375301361084,22.1739006042481,103,15.6909999847412,"high reliability",143.37432,-36.71041
"11003","Birds Australia 500m area search","Observation","place",3005.288818,"watercourse_river",0.002383314,"Y","N",175,0.000899999984540045,15,90,113,18,1.80359995365143,0.00219999998807907,1.19667017459869,13.4942436218262,337.096313476562,-15.0731000900269,72.0730972290039,2.92689990997314,103,16.732400894165,"high reliability",143.85023,-36.86667
"11004","Birds Australia 2ha search","Observation","place",21038.52789,"road",0.040363381,"Y","Y",75.9660034179688,0.0127999996766448,71,51,48,5,1.244500041008,0.00630000000819564,0.0816831588745117,2.27593088150024,335.702209472656,-10.7096004486084,65.709602355957,3.29040002822876,5,16.0375003814697,"high reliability",142.08797,-35.58148
"11005","Birds Australia 5km area search","Observation","place",10251.75423,"road",0.001835924,"N","N",92.5999984741211,-0.0015999999595806,48,48,70,18,1.33210003376007,0.00669999979436398,0.457880973815918,5.83651781082153,343.877288818359,-17.8773002624512,72.8772964477539,-3.87730002403259,9,16.0681991577148,"high reliability",143.28631,-35.73147
"11006","Birds Australia 5km area search","Observation","place",2304.666953,"road",0.005553708,"Y","Y",304.600006103516,-0.160999998450279,39,16,136,3,2.43359994888306,0.0247000008821487,0.00250739930197596,2.89668011665344,338.945709228516,0.489600002765656,61.7470016479492,37.4272994995117,3,14.4849996566772,"low reliability",146.61838,-36.13117
"11007","Birds Australia 5km area search","Observation","mountain",5632.728274,"road",0.014401107,"Y","Y",301,0.153200000524521,32,120,81,20,2.34850001335144,0.0135000003501773,0.925794661045074,13.4879541397095,310.400787353516,5.61460018157959,55.1269989013672,33.864200592041,12,13.7479000091553,"high reliability",144.68526,-36.7899
"11008","Birds Australia 500m area search","Observation","place",2761.459447,"watercourse_river",0.000125912,"N","Y",138.343505859375,0.0291000008583069,15,90,140,103,1.88610005378723,0.00370000000111759,2.14401721954346,12.1424989700317,330.090209960938,-4.09100008010864,72.0910034179687,18.0062999725342,103,16.0226993560791,"high reliability",145.12457,-36.78862
"11009","Birds Australia 5km area search","Observation","place",3898.665416,"watercourse_river",0.000228294,"Y","Y",277.600006103516,0.161899998784065,2,23,136,16,2.39540004730225,0.034000001847744,3.0044903755188,17.8873882293701,346.246795654297,-0.42620000243187,67.6112976074219,46.0092010498047,3,12.2392997741699,"low reliability",146.94847,-36.11464
"11010","Birds Australia 5km area search","Observation","mountain",362.3634312,"road",0.01950778,"Y","Y",21.2000007629394,0.00150000001303852,32,120,123,109,0.867500007152557,0.00669999979436398,0.17585588991642,3.34440636634827,284.879791259766,-7.87979984283447,87.8797988891602,-1.87979996204376,109,16.8071002960205,"high reliability",144.42635,-37.94795
"11011","Birds Australia 500m area search","Observation","place",3979.814073,"road",0.004596591,"N","N",143.800003051758,0.00260000000707805,15,90,97,18,1.33329999446869,0.00170000002253801,1.12096405029297,9.84970760345459,334.677185058594,-19.2936000823975,74.6772003173828,5.32280015945435,109,16.1975994110107,"high reliability",142.47543,-36.65464
"11013","Birds Australia 5km area search","Observation","place",8649.34754,"road",0.004524234,"N","N",183,-0.174999997019768,15,90,81,8,1.98479998111725,0.0143999997526407,0.543868958950043,7.61109733581543,331.307403564453,-6.55770015716553,66.2996978759766,11.7799997329712,8,15.0296001434326,"high reliability",144.61932,-36.60293
"11014","Birds Australia 2ha search","Observation","rail_station",2310.251543,"road",0.000934263,"N","N",146.600006103516,-0.0148999998345971,48,48,83,18,1.7311999797821,0.0052000000141561,1.3677864074707,15.3859720230103,334.719604492187,-6.55249977111816,64.5524978637695,9.44750022888184,103,16.729700088501,"high reliability",144.71084,-36.3803
"11015","Birds Australia 2ha search","Observation","airport",2729.596479,"watercourse_channel",0.004322737,"N","N",97,-0.00039999998989515,65,14,72,109,1.16999995708466,0.00329999998211861,1.06760501861572,10.9697217941284,343.534088134766,-16.5340995788574,73.5341033935547,-2.53410005569458,109,15.9951000213623,"high reliability",143.8014,-36.07567
"11016","Birds Australia 500m area search","Observation","place",5035.592532,"road",0.004994513,"N","N",304.200012207031,-0.00139999995008111,35,121,113,18,2.23359990119934,0.0102000003680587,0.442061424255371,13.617317199707,312.092193603516,-7.0774998664856,65.5873031616211,23.9225006103516,109,17.5317993164062,"high reliability",143.75528,-37.15728
"11017","Birds Australia 2ha search","Observation","place",5458.805992,"road",0.002805373,"N","Y",59.6217002868652,0.00300000002607703,71,51,37,5,1.28799998760223,0.000699999975040555,0.541005313396454,5.55279874801636,343.050598144531,-10.0506000518799,70.0505981445312,-2.05060005187988,5,16.2929992675781,"high reliability",142.33501,-34.76482
"11018","Birds Australia 5km area search","Observation","place",8649.34754,"road",0.004524234,"N","N",183,-0.174999997019768,15,90,81,8,1.98479998111725,0.0143999997526407,0.543868958950043,7.61109733581543,331.307403564453,-6.55770015716553,66.2996978759766,11.7799997329712,8,15.0296001434326,"high reliability",144.61932,-36.60293
"11019","Birds Australia 2ha search","Observation","place",1947.734435,"road",0.002830736,"N","N",314.399993896484,0.00230000005103648,35,121,100,109,2.03509998321533,0.0212999992072582,0.373756855726242,3.80998468399048,301.788909912109,-3.78889989852905,71.7889022827148,25.2110996246338,109,17.07200050354,"high reliability",142.74524,-37.30265
"11020","Birds Australia 500m area search","Observation","place",6152.283514,"watercourse_stream",0.003184989,"Y","Y",166.038101196289,0.00170000002253801,65,14,82,18,2.10190010070801,0.00789999961853027,0.826039552688599,14.6248826980591,346.484710693359,-5.4847002029419,68.4847030639648,12.5152997970581,103,17.6679000854492,"high reliability",146.16851,-36.21454
"11021","Birds Australia 2ha search","Observation","place",9685.467276,"road",0.004380676,"N","N",150.800003051758,0.000300000014249235,15,90,82,109,2.06329989433289,0.00490000005811453,2.37484002113342,17.4568405151367,353.240509033203,-5.9685001373291,71.9684982299805,17.1002006530762,109,16.8540000915527,"high reliability",146.41846,-36.2647
"11022","Birds Australia 2ha search","Observation","place",9685.467276,"road",0.004380676,"N","N",150.800003051758,0.000300000014249235,15,90,82,109,2.06329989433289,0.00490000005811453,2.37484002113342,17.4568405151367,353.240509033203,-5.9685001373291,71.9684982299805,17.1002006530762,109,16.8540000915527,"high reliability",146.41846,-36.2647
"11023","Birds Australia 500m area search","Observation","place",5237.869204,"road",0.01015593,"N","Y",139.832901000977,0.00329999998211861,60,4,82,16,2.01200008392334,0.00480000022798777,1.39057564735413,17.2050876617432,355.087493896484,-8.89239978790283,72.8911972045898,10.1076002120972,103,16.1450004577637,"high reliability",146.38557,-36.05627
"11024","Birds Australia 2ha search","Observation","place",18569.61016,"state_border",0.001734739,"Y","Y",95,9.99999974737875e-05,107,10,57,103,1.52909994125366,0.0031999999191612,1.88950717449188,13.3882694244385,349.147491455078,-14.1476001739502,68.1475982666016,-4.1476001739502,103,16.8469009399414,"high reliability",145.05863,-35.8384
"11025","Birds Australia 500m area search","Observation","place",3231.183356,"watercourse_stream",0.008358626,"N","N",289.600006103516,0.00139999995008111,35,121,94,103,2.16420006752014,0.0165999997407198,0.96545672416687,12.1764802932739,313.652587890625,-8.78800010681152,68.7879028320313,21.0328006744385,103,16.1032009124756,"high reliability",143.68118,-37.19503
"11026","Birds Australia 500m area search","Observation","place",25076.81746,"watercourse_channel",0.002607283,"Y","Y",50.7999992370606,0.000600000028498471,29,11,37,4,1.01129996776581,0.0109000001102686,0.594259262084961,3.83082437515259,342.805511474609,-12.8055000305176,72.3096008300781,-2.80550003051758,4,16.2355003356934,"high reliability",142.03527,-34.91201
"11027","Birds Australia 5km area search","Observation","place",18901.71784,"watercourse_channel",0.097611145,"Y","Y",68.8000030517578,-0.00249999994412065,71,51,48,5,1.15760004520416,0.0156999994069338,0.16551710665226,2.44154977798462,334.915496826172,-8.91549968719482,65.9067001342774,4.08449983596802,5,16.9930992126465,"high reliability",141.99687,-35.44432
"11028","Birds Australia 500m area search","Observation","place",7969.842739,"watercourse_stream",0.001484202,"N","N",324.200012207031,0.358599990606308,38,91,80,16,2.34629988670349,0.0373000018298626,1.60687577724457,12.4486532211304,307.649200439453,-3.20359992980957,62.4995994567871,33.4953994750977,8,13.8639001846314,"high reliability",144.08676,-37.17683
"11029","Birds Australia 2ha search","Observation","place",13306.4962,"watercourse_stream",0.02766475,"Y","Y",98,0.00100000004749745,60,4,57,18,1.55719995498657,0.00249999994412065,1.27239799499512,17.0258178710937,348.717987060547,-14.7180004119873,68.7180023193359,-3.71799993515015,9,16.3665008544922,"high reliability",145.06298,-35.88715
"11030","Birds Australia 2ha search","Observation","place",8647.226493,"state_border",0.006162315,"Y","Y",81,0,107,10,72,103,1.05910003185272,0.0007999999797903,1.33184695243835,13.32346534729,349.329895019531,-16.3299007415771,72.3299026489258,-6.32989978790283,103,16.9347991943359,"high reliability",144.29195,-35.75957
"11031","Birds Australia 2ha search","Observation","place",13306.4962,"watercourse_stream",0.02766475,"Y","Y",98,0.00100000004749745,60,4,57,18,1.55719995498657,0.00249999994412065,1.27239799499512,17.0258178710937,348.717987060547,-14.7180004119873,68.7180023193359,-3.71799993515015,9,16.3665008544922,"high reliability",145.06298,-35.88715
"11032","Birds Australia 2ha search","Observation","place",17333.2846,"watercourse_river",0.012624439,"Y","Y",96,0.0007999999797903,107,10,57,103,1.53840005397797,0,1.54313552379608,14.203652381897,349.058410644531,-15.0584001541138,69.0584030151367,-5.05840015411377,103,16.8013000488281,"high reliability",145.05501,-35.85096
"11033","Birds Australia 2ha search","Observation","place",8412.158878,"watercourse_stream",0.005630133,"Y","Y",77.1999969482422,0.000500000023748726,107,10,72,103,0.894200026988983,0.010499999858439,1.62676024436951,16.229097366333,350.939910888672,-18.584400177002,73.5843963623047,-7.58440017700195,103,16.8731994628906,"high reliability",144.2474,-35.73693
"11034","Birds Australia 2ha search","Observation","place",17333.2846,"watercourse_river",0.012624439,"Y","Y",96,0.0007999999797903,107,10,57,103,1.53840005397797,0,1.54313552379608,14.203652381897,349.058410644531,-15.0584001541138,69.0584030151367,-5.05840015411377,103,16.8013000488281,"high reliability",145.05501,-35.85096
"11035","Birds Australia 2ha search","Observation","place",3871.060866,"watercourse_river",0.006135481,"Y","Y",154.800003051758,-0.00150000001303852,48,48,68,103,2.0592999458313,0.0119000002741814,0.82952344417572,11.8095808029175,346.381713867187,-5.29029989242554,65.8981018066406,12.7107000350952,103,16.9769992828369,"high reliability",146.18684,-36.05509
"11036","Birds Australia 2ha search","Observation","airport",6418.434468,"road",0.000328645,"N","N",251.199996948242,-0.0263999998569488,35,121,96,19,1.95159995555878,0.0263999998569488,0.428174436092377,11.6032295227051,311.318115234375,-5.31820011138916,69.3180999755859,33.2205009460449,103,15.6884002685547,"high reliability",142.7184,-37.01463
"11037","Birds Australia 2ha search","Observation","place",4913.806641,"watercourse_river",0.000651547,"N","N",182.800003051758,0.00579999992623925,39,16,82,16,2.17589998245239,0,1.31352639198303,16.1260452270508,349.611114501953,-0.851700007915497,76.1069030761719,44.4199981689453,103,17.4377994537354,"high reliability",146.40194,-36.53147
"11043","Timed bird census","Heard","place",2888.041874,"road",0.000184867,"Y","Y",196.800003051758,0.00150000001303852,15,90,113,16,1.89489996433258,0.016100000590086,1.06090617179871,11.2946195602417,330.351593017578,-12.4809999465942,69.4955978393555,9.2987003326416,9,17.0158004760742,"high reliability",143.81016,-36.96675
"11044","Timed bird census","Heard","place",9112.137039,"watercourse_stream",0.004342342,"N","N",94.5999984741211,0.00249999994412065,34,18,83,103,1.47679996490479,0.0241999998688698,1.36043798923492,13.2380275726318,340.189910888672,-8.13889980316162,65.0964965820313,3.86680006980896,103,16.2775001525879,"high reliability",145.11888,-36.09898
"11045","Timed bird census","Seen","place",7872.839691,"watercourse_stream",2e-05,"N","N",100.573303222656,0,65,14,83,18,1.56149995326996,0.0031999999191612,1.37721228599548,13.6235656738281,344.1123046875,-12.112099647522,69.1120986938477,-0.112000003457069,103,16.5641002655029,"high reliability",145.13229,-36.09558
"11046","Timed bird census","Seen","place",9761.00129,"watercourse_stream",0.000141645,"N","N",100.800003051758,0.00380000006407499,60,4,83,20,1.55760002136231,0.00609999988228083,1.30070471763611,14.7694396972656,347.321197509766,-15.3212003707886,72.3211975097656,-2.32119989395142,103,15.8528995513916,"high reliability",145.13165,-36.12261
"11047","Timed bird census","Seen","airport",11959.39765,"road",8.67e-05,"N","N",172,0.00170000002253801,48,48,83,16,1.93250000476837,0.0015999999595806,0.92678827047348,12.2831478118897,328.904296875,-3.70729994773865,63.7072982788086,14.2926998138428,3,16.8444004058838,"high reliability",144.66529,-36.59844
"11053","General observations","Observation","mountain",4361.28477,"road",0.000450396,"Y","Y",220.399993896484,-0.2567999958992,38,91,81,103,2.16240000724792,0.0375000014901161,0.633522987365723,11.7328004837036,321.112609863281,-4.80429983139038,66.8042984008789,19.7334003448486,103,14.4850997924805,"high reliability",144.66189,-36.89489
"11054","General observations","Observation","airport",22410.60444,"watercourse_stream",0.000252393,"N","Y",26.511100769043,-0.021900000050664,43,7,19,4,0.798500001430512,0.0082999998703599,0.38756999373436,4.34679079055786,356.038391113281,-18.0384006500244,75.0383987426758,-12.0383996963501,4,15.5676002502441,"low reliability",141.1016,-34.08581
"11056","Timed bird census","Observation","place",5115.770681,"road",0.021739493,"Y","N",149,-0.0408000014722347,48,48,81,8,1.91700005531311,0.0110999997705221,1.37097656726837,18.8522472381592,325.572814941406,-0.57039999961853,67.6308975219727,20.0254993438721,8,15.6262998580933,"high reliability",144.99788,-36.7911
"11057","Bird transect","Seen","airport",6987.913499,"road",0.023490653,"Y","Y",246.800003051758,0.0575000010430813,15,90,96,8,2.08599996566772,0.0185000002384186,0.829957604408264,14.1400842666626,325.230895996094,-11.2055997848511,69.2055969238281,19.8565006256104,8,15.7063999176025,"high reliability",143.21397,-36.69979
"11076","General observations","Seen","place",41459.90645,"state_border",0.10458434,"N","Y",56,0.00810000021010637,56,46,42,4,1.43149995803833,0.00179999996908009,0.956589996814728,7.11097383499146,343.295288085937,-13.2958002090454,67.2957992553711,-2.29579997062683,4,16.2168998718262,"low reliability",141.06971,-34.56531
"11079","Timed bird census","Heard","place",8420.288531,"watercourse_river",0.015894303,"Y","Y",203.199996948242,-0.0281000006943941,15,90,112,6,1.80569994449616,0.00630000000819564,0.321878641843796,19.5305881500244,318.469909667969,-17.9780998229981,81.9764022827149,23.0077991485596,6,16.226900100708,"high reliability",141.93613,-37.24442
"11095","General observations","Observation","place",4833.338078,"watercourse_stream",0.023778111,"N","N",187.600006103516,-0.221900001168251,39,16,68,103,2.16950011253357,0.0271000005304813,1.39582097530365,13.2160406112671,341.090301513672,-0.432799994945526,67.9431991577148,24.0568008422852,103,15.4579000473022,"high reliability",146.0872,-36.3805
"11334","Bird count","Observation","airport",7903.575658,"watercourse_stream",0.013117577,"N","N",424.399993896484,0.131699994206428,38,91,80,8,2.5032000541687,0.0485000014305115,1.4357932806015,11.9155912399292,298.376586914062,-1.29550004005432,60.2647018432617,44.9695014953613,8,14.4368000030518,"low reliability",144.04555,-37.22267
"11335","Bird count","Observation","airport",7903.575658,"watercourse_stream",0.013117577,"N","N",424.399993896484,0.131699994206428,38,91,80,8,2.5032000541687,0.0485000014305115,1.4357932806015,11.9155912399292,298.376586914062,-1.29550004005432,60.2647018432617,44.9695014953613,8,14.4368000030518,"low reliability",144.04555,-37.22267
"11336","Bird count","Seen","airport",7903.575658,"watercourse_stream",0.013117577,"N","N",424.399993896484,0.131699994206428,38,91,80,8,2.5032000541687,0.0485000014305115,1.4357932806015,11.9155912399292,298.376586914062,-1.29550004005432,60.2647018432617,44.9695014953613,8,14.4368000030518,"low reliability",144.04555,-37.22267
"11340","General observations","Observation","place",34694.33682,"railway",0.291777232,"Y","Y",44.2000007629395,0,72,88,37,5,0.778299987316132,0.0107000004500151,0.404637217521668,4.2079553604126,341.463500976562,-12.4671001434326,68.4671020507813,-0.467099994421005,5,17.4009990692139,"low reliability",141.61694,-34.88961
"11341","General observations","Seen","place",3950.951491,"road",0.046557476,"Y","Y",140.199996948242,0.0142000000923872,48,48,97,18,1.00989997386932,0.00270000007003546,0.530245184898376,7.3972954750061,325.984588623047,-12.9846000671387,70.9845962524414,19.9381008148193,109,16.2404003143311,"low reliability",141.72034,-36.7851
"11348","General observations","Seen","place",7167.892172,"watercourse_river",0.000243783,"Y","N",96.1999969482422,-0.0031999999191612,60,4,83,20,1.37510001659393,0.00469999993219972,1.6502525806427,15.3689374923706,347.077087402344,-16.0771007537842,70.0771026611328,-2.07710003852844,103,15.7615003585815,"high reliability",144.84116,-36.1006
"11353","General observations","Observation","airport",10397.20725,"road",0.028623387,"N","N",153.600006103516,0.0094999996945262,15,90,140,16,2.02670001983643,0.00529999984428287,0.880552709102631,15.3304281234741,341.932495117187,-8.9246997833252,74.9246978759766,24.3124008178711,103,16.125,"high reliability",145.69618,-36.51953
"11354","General observations","Seen","place",13000.6939,"road",0.006932781,"N","N",187.600006103516,0.0419000014662743,42,50,84,106,1.78199994564056,0.0175000000745058,0.888670206069946,9.54841804504395,325.883392333984,-9.04880046844482,64.0487976074219,17.1107006072998,106,15.3467998504639,"low reliability",141.66591,-36.45187
"11364","General observations","Observation","place",5933.099549,"road",0.001558133,"N","N",435.399993896484,-0.0205000005662441,61,96,136,3,2.6068000793457,0.0274000000208616,2.35526037216186,28.0009994506836,332.427886962891,0.438899993896484,61.6240005493164,57.3767013549805,3,16.1434001922607,"low reliability",146.67321,-36.30894
"11387","General observations","Observation","place",2951.832431,"road",0.002667138,"N","N",240.600006103516,-0.847199976444244,28,94,86,3,2.32170009613037,0.066200003027916,1.00638353824616,13.5826025009155,333.813903808594,10.734299659729,60.9766006469727,61.4752998352051,3,12.1868000030518,"low reliability",146.55515,-36.50239
"11394","Timed bird census","Observation","airport",7413.766803,"state_border",0.001490553,"N","N",138.043304443359,0.0104000000283122,65,14,82,18,1.99720001220703,0.00620000017806888,0.990287482738495,15.697211265564,351.295104980469,-7.1262001991272,69.1261978149414,10.7061004638672,103,16.0918006896973,"high reliability",146.28584,-36.03498
"11395","General observations","Observation","place",3020.72162,"watercourse_river",0.005580864,"Y","N",153.600006103516,-0.171299993991852,38,91,81,8,1.97399997711182,0.0315000005066395,2.40898752212524,12.6325788497925,326.620208740234,-2.93680000305176,72.1427993774414,21.6469993591309,8,13.4940004348755,"low reliability",145.11155,-36.86233
"11396","General observations","Seen","place",4161.216865,"road",1.05e-05,"Y","N",112.186698913574,0.00109999999403954,60,4,140,16,1.72319996356964,0.00490000005811453,0.927665412425995,10.2855882644653,342.185699462891,-12.1857004165649,74.1391983032227,5.81430006027222,103,15.9651002883911,"high reliability",145.34683,-36.35204
"11412","General observations","Heard","place",7672.379973,"watercourse_stream",0.006084342,"Y","Y",162,0.000600000028498471,65,14,82,18,2.08739995956421,0.00630000000819564,0.781213700771332,16.6094284057617,346.764007568359,-4.77860021591187,68.7786026000977,12.2214002609253,103,17.1854000091553,"high reliability",146.15835,-36.22799
"11416","General observations","Observation","place",4914.475177,"road",0.003998766,"N","N",196.756103515625,0.00630000000819564,39,16,82,103,2.21320009231567,0.00439999997615814,0.746968269348145,19.0377788543701,349.196685791016,-2.19670009613037,67.1967010498047,27.7164993286133,103,15.8879995346069,"high reliability",146.62412,-36.09242
"11417","General observations","Seen","place",1499.830537,"state_border",0.005337468,"Y","Y",113.259101867676,0.00689999992027879,65,14,57,103,1.79999995231628,0.008500000461936,1.02685177326202,13.6444215774536,347.585784912109,-5.58750009536743,68.5858993530273,2.41240000724792,103,16.1597995758057,"high reliability",145.64654,-35.90236
"11418","General observations","Observation","place",5669.730016,"watercourse_river",0.001159793,"N","N",108.599998474121,0.00310000008903444,65,14,140,109,1.70529997348785,0.000500000023748726,1.16808974742889,16.0766582489014,342.031402587891,-9.03139972686768,69.0314025878906,4.96859979629517,109,16.3985996246338,"low reliability",145.36757,-36.15851
"11419","General observations","Observation","place",9190.805586,"watercourse_river",0.000299854,"N","N",109,0.0007999999797903,65,14,57,18,1.74899995326996,0.000899999984540045,1.77729034423828,18.5988273620606,345.261505126953,-8.26150035858154,70.2614974975586,3.73850011825561,103,15.9841995239258,"high reliability",145.54237,-36.08414
"11422","General observations","Observation","place",5661.020562,"road",0.00074375,"Y","Y",154.199996948242,0.0146000003442168,48,48,81,8,1.92949998378754,0.0133999995887279,1.11291062831879,13.0013265609741,327.652496337891,-2.27259993553162,69.2725982666016,16.8402004241943,8,15.7248001098633,"low reliability",144.95486,-36.7651
"11424","Timed bird census","Observation","place",5645.411056,"watercourse_stream",0.028172483,"Y","Y",141.088394165039,-0.00810000021010637,48,48,81,103,1.86619997024536,0.0082999998703599,1.17916071414948,15.7328681945801,326.252899169922,-0.255400002002716,67.2540969848633,19.1406002044678,103,16.2530002593994,"high reliability",144.98488,-36.77372
"11426","Bird count","Seen","place",4870.94287,"road",0.002188375,"N","N",328.600006103516,0.000899999984540045,35,121,104,16,1.82340002059937,0.00469999993219972,0.73764443397522,14.5163841247559,303.955993652344,-7.95599985122681,72.9560012817383,17.0440006256104,109,16.5263004302979,"high reliability",143.1419,-37.40518
"11434","Timed bird census","Heard","mountain",1641.903691,"road",0.000430461,"Y","Y",97.8000030517578,-0.000600000028498471,60,4,83,18,1.22549998760223,0.00340000004507601,1.19493365287781,15.5265502929688,346.38330078125,-19.38330078125,72.38330078125,-5.38329982757568,109,16.9841995239258,"high reliability",144.23054,-36.15743
"11436","General observations","Heard","place",353.6138119,"watercourse_river",0.000346121,"N","N",145.800003051758,0.0138999996706843,15,90,140,18,1.96969997882843,0.00329999998211861,0.778335988521576,17.0947036743164,336.457611083984,-9.06330013275147,73.0619964599609,19.9624004364014,109,15.953200340271,"low reliability",145.47894,-36.6062
"11454","Bird transect","Observation","airport",6508.723139,"road",0.004836674,"Y","Y",263,0,15,90,94,3,2.10109996795654,0.016499999910593,1.55540490150452,15.5352668762207,321.478698730469,-12.493800163269,70.4785995483398,16.7490005493164,3,16.8293991088867,"high reliability",143.64614,-37.06244
"11455","Bird transect","Observation","rail_station",4462.15154,"railway",0.0004319,"Y","Y",182.600006103516,0.0007999999797903,48,48,94,109,1.80110001564026,0.00469999993219972,0.891336739063263,9.60573673248291,329.184295654297,-9.67679977416992,67.6768035888672,10.7713003158569,109,17.1217002868652,"high reliability",143.74051,-36.9035
"11468","Timed bird census","Observation","place",31409.91569,"road",0.123682835,"N","Y",67.4000015258789,-0.022299999371171,72,88,42,18,1.59049999713898,0.0109999999403954,0.905499994754791,8.53170013427734,341.820709228516,-10.9482002258301,65.7925033569336,-0.572099983692169,5,15.8711004257202,"high reliability",141.09771,-34.47631
"11489","Incidental","Observation","place",21121.25939,"state_border",0.000983485,"N","Y",30.13330078125,-0.00359999993816018,9,8,19,4,0.934199988842011,0.00779999978840351,0.470129996538162,5.32201910018921,352.520690917969,-15.7877998352051,72.7878036499024,-9.78779983520508,4,16.6672992706299,"high reliability",140.9639,-34.16882
"11490","Incidental","Observation","rail_station",3432.046346,"road",0.002010431,"N","N",131.831802368164,0.00380000006407499,32,120,123,109,2.02300000190735,0.00469999993219972,0.725979626178741,9.17493534088135,286.536712646484,0.561100006103516,78.5365982055664,0.561100006103516,109,16.3913993835449,"high reliability",144.61297,-37.73652
"11491","Incidental","Observation","rail_station",4706.017644,"watercourse_river",0.000531802,"Y","Y",113,-0.162799999117851,64,102,106,17,1.9753999710083,0.0337999984622002,0.978750944137573,12.4179630279541,297.465209960937,11.8957004547119,82.9558029174805,17.8957004547119,103,15.3465003967285,"high reliability",145.11497,-37.62937
"11493","Incidental","Observation","place",6197.571327,"watercourse_river",0.003451583,"Y","Y",149.704498291016,-0.0063999998383224,32,120,123,109,2.01999998092651,0.00359999993816018,0.764215350151062,10.142391204834,289.25390625,2.74609994888306,71.2538986206055,1.74609994888306,109,14.8747997283935,"high reliability",144.49804,-37.64493
"11497","Incidental","Observation","rail_station",4348.371065,"watercourse_stream",0.004609551,"N","N",95.3970031738281,0.0171000007539988,32,120,123,109,1.82920002937317,0.011400000192225,0.920833170413971,10.141282081604,290.519500732422,-2.49880003929138,80.5195007324219,-2.51950001716614,109,16.5419006347656,"high reliability",144.58788,-37.74052
"11499","Incidental","Observation","place",6080.647568,"watercourse_river",0.000524046,"Y","Y",132.897705078125,-0.00680000009015203,32,120,123,109,1.94969999790192,0.00510000018402934,0.764215350151062,10.142391204834,290.701507568359,0.325800001621246,73.5936965942383,-0.593699991703033,109,16.226900100708,"high reliability",144.49878,-37.65666
"11500","Incidental","Observation","rail_station",8195.902024,"watercourse_river",0.00865395,"Y","N",59.011100769043,0.0562999993562698,32,120,123,103,1.52989995479584,0.0201999992132187,0.764215350151062,10.142391204834,286.168701171875,0.629100024700165,77.8852996826172,1.06369996070862,103,15.1538000106812,"high reliability",144.57193,-37.77713
"11509","Timed bird census","Observation","place",4862.742403,"road",0.016761605,"Y","Y",169.800003051758,0.0904999971389771,30,112,98,5,1.55630004405975,0.0109999999403954,0.222709387540817,4.55525493621826,309.604095458984,-2.26929998397827,63.1916007995605,42.6918983459473,5,14.9968004226685,"high reliability",141.28451,-36.823
"11510","Timed bird census","Observation","place",6028.207458,"watercourse_stream",0.001918702,"Y","Y",209.800003051758,-0.00439999997615814,37,140,127,6,2.0945999622345,0.00570000009611249,0.435501545667648,4.63080453872681,291.158905029297,-2.15890002250671,67.1580963134766,57.8386993408203,6,15.6744003295898,"high reliability",141.26723,-37.33325
"11511","Timed bird census","Observation","place",5660.859772,"watercourse_stream",0.008788927,"Y","Y",231.800003051758,-0.00540000014007092,35,121,96,18,1.97969996929169,0.00820000004023314,1.15348649024963,10.4689245223999,323.831390380859,-11.828200340271,69.8313980102539,22.6436004638672,103,16.3199996948242,"high reliability",143.31587,-36.85126
"11522","Timed bird census","Seen","place",3453.687809,"road",0.017822706,"N","N",97.4000015258789,0.0015999999595806,60,4,83,20,1.53419995307922,0.00980000011622906,1.68722307682037,20.5943851470947,348.007904052734,-16.0077991485596,70.0077972412109,-4.00780010223389,109,15.8345003128052,"high reliability",145.08398,-35.98124
"11523","Timed bird census","Heard","place",3557.073608,"watercourse_stream",0.001912927,"N","N",198.399993896484,-0.015599999576807,39,16,140,103,2.19749999046326,0.0044999998062849,1.29339790344238,16.9216270446777,343.733703613281,-6.79339981079102,75.7934036254883,35.9959983825684,103,15.9751996994019,"high reliability",145.9446,-36.56616
"11524","Timed bird census","Seen","place",5896.166473,"watercourse_stream",0.000237853,"Y","N",89.4000015258789,-0.00480000022798777,60,4,83,109,1.19410002231598,0.00460000010207295,1.68937754631043,16.1868057250977,348.262084960938,-17.2621002197266,71.2621002197266,-4.26210021972656,109,15.9449996948242,"high reliability",144.475,-35.98528
