"","SAMPLING_METHOD_DESC","RECORD_TYPE","Point","Point_Distance","Line","Line_Distance","forest","public_land","X75m_dem_streams_burned_sept2012.tif","Anisotrophic_Heating_Ruggedbess.tif","ecoregion1750.tif","ecoregion2014.tif","ibra_hex.tif","land_cov_use3.tif","log_vertical_distance_saline_wetlands_sept2012.tif","ProtectionIndex.tif","Radiometrics_2014_k.tif","Radiometrics_2014_th.tif","sept2014JanMaxTemp.tif","sept2014JanRainfall.tif","sept2014JulMinTemp.tif","sept2014JulRainfall.tif","vegtpye3_4.tif","wetness_index_saga_sept2012.tif","Reliability"
"1390","Timed bird census","Observation","rail_station",6887.577298,"watercourse_stream",0.009586919,"Y","Y",233.399993896484,0.016499999910593,48,48,96,3,2.0436999797821,0.0120000001043081,1.00610864162445,13.0458745956421,321.950592041016,-6.78819990158081,65.4016036987305,23.2425003051758,3,15.6232995986939,"high reliability"
"1391","Timed bird census","Observation","mountain",5835.233984,"road",0.003093663,"N","N",213.600006103516,0.0148000000044704,48,48,94,16,1.94669997692108,0.0110999997705221,0.136859133839607,9.08155918121338,325.166107177734,-9.15419960021973,67.1541976928711,14.8451995849609,3,15.9794998168945,"high reliability"
"1392","Timed bird census","Observation","place",2789.358097,"road",0.020664722,"N","N",271.799987792969,-0.0333999991416931,15,90,96,18,2.14709997177124,0.010499999858439,1.51440870761871,16.0247611999512,322.952301025391,-10.8474998474121,68.8475036621094,24.1963005065918,3,15.4292001724243,"high reliability"
"1393","Timed bird census","Observation","place",5231.975802,"watercourse_river",0.005035016,"N","N",294,-0.0152000002563,15,90,81,16,2.34430003166199,0.00300000002607703,0.824507117271423,12.3681173324585,314.061309814453,-2.28119993209839,63.8133010864258,26.4536991119385,8,13.5651998519897,"high reliability"
"1394","Timed bird census","Observation","place",4618.834152,"road",0.027292462,"Y","Y",171,0.0146000003442168,15,90,89,18,1.75590002536774,0.00480000022798777,1.57210052013397,15.9687833786011,335.344604492187,-14.1449003219605,71.344596862793,5.65539979934692,109,16.5158996582031,"high reliability"
"1395","Timed bird census","Observation","rail_station",6561.338115,"road",0.009025716,"N","N",185.800003051758,0.0124000003561378,48,48,94,18,1.85189998149872,0.0103000001981854,1.41813313961029,15.8010921478271,329.575103759766,-9.57509994506836,69.551399230957,13.8852996826172,109,16.199499130249,"high reliability"
"1396","Timed bird census","Observation","rail_station",6571.299163,"road",0.002319212,"N","N",211,0.0192000009119511,42,50,94,16,1.98179996013641,0.00460000010207295,1.2225034236908,14.5612125396729,320.724090576172,-0.839600026607513,60.8390007019043,23.8059005737305,106,15.2243003845215,"high reliability"
"1397","Timed bird census","Observation","place",4596.402563,"road",0.025556277,"Y","Y",172.131896972656,-0.0137999998405576,15,90,89,18,1.76489996910095,0.0031999999191612,1.52940046787262,15.7987604141235,336.345092773437,-14.9601001739502,72.345100402832,4.65490007400513,103,16.5562000274658,"high reliability"
"1398","Birds Australia 5km area search","Observation","place",6010.386944,"watercourse_channel",0.022909468,"N","N",135.199996948242,0.00860000029206276,48,48,97,18,1.37829995155335,0.00889999978244305,0.0233261790126562,2.08707761764526,332.801300048828,-12.8013000488281,67.8013000488281,10.0374002456665,109,16.1993999481201,"high reliability"
"1399","Birds Australia 500m area search","Observation","place",5543.905427,"watercourse_stream",0.016089375,"N","N",277.399993896484,0.483300000429153,38,91,86,3,2.38030004501343,0.0357000008225441,1.69680643081665,14.9765319824219,333.858489990234,5.25400018692017,65.935302734375,47.9530982971191,3,12.7135000228882,"high reliability"
"1400","Birds Australia 500m area search","Observation","airport",6012.066409,"road",0.001055621,"N","N",136.723495483398,-0.0120999999344349,15,90,140,103,1.90820002555847,0.0120999999344349,3.21728539466858,16.4569931030273,326.533508300781,-2.53349995613098,74.5335006713867,22.6844005584717,103,16.414400100708,"high reliability"
"1401","Birds Australia 2ha search","Observation","mountain",11293.76282,"road",0.015927457,"Y","N",274.200012207031,0.0734999999403954,26,134,139,106,1.87549996376038,0.0304000005125999,0.286025732755661,9.40685653686523,288.854614257813,4.07219982147217,65.8537979125977,41.1454010009766,106,17.2521991729736,"high reliability"
"1402","Birds Australia 500m area search","Observation","mountain",11293.76282,"road",0.015927457,"Y","N",274.200012207031,0.0734999999403954,26,134,139,106,1.87549996376038,0.0304000005125999,0.286025732755661,9.40685653686523,288.854614257813,4.07219982147217,65.8537979125977,41.1454010009766,106,17.2521991729736,"high reliability"
"1403","Birds Australia 500m area search","Observation","place",4433.161529,"watercourse_channel",0.007450859,"Y","Y",155.152603149414,-0.00130000000353903,48,48,101,18,1.39069998264313,0.00120000005699694,0.784562230110168,10.5692281723023,330.602386474609,-17.6023998260498,74.6024017333984,8.61620044708252,103,16.2416000366211,"high reliability"
"1404","Birds Australia 500m area search","Observation","mountain",6966.696928,"watercourse_stream",0.001835551,"Y","Y",191.823394775391,0.0015999999595806,15,90,68,3,2.18530011177063,0.0182000007480383,2.35780572891235,15.3835639953613,346.152893066406,-4.15369987487793,69.1941986083984,15.8470001220703,3,15.785400390625,"high reliability"
"1405","Birds Australia 5km area search","Observation","place",6396.056703,"road",0.001875841,"N","Y",57.2000007629395,-0.000899999984540045,71,51,37,5,1.24080002307892,0.0147000001743436,0.691153824329376,6.373450756073,341.995300292969,-8.99530029296875,68.9953002929687,-0.995299994945526,5,16.1730003356934,"high reliability"
"1406","Birds Australia 500m area search","Observation","place",15582.79391,"watercourse_stream",0.036036958,"Y","Y",129,-0.00139999995008111,54,116,98,16,1.15330004692078,0.0107000004500151,0.13217768073082,1.95326852798462,311.576385498047,-3.57649993896484,67.5764999389648,43.4235000610352,5,16.4908008575439,"high reliability"
"1407","Birds Australia 500m area search","Observation","rail_station",855.4472947,"watercourse_stream",0.001192314,"N","N",175.421295166016,0.000500000023748726,48,48,113,109,1.76139998435974,0.00779999978840351,1.9656445980072,14.330530166626,332.242309570312,-12.2423000335693,69.242301940918,8.75769996643066,109,16.7327995300293,"high reliability"
"1408","Birds Australia 500m area search","Observation","place",11737.66366,"watercourse_channel",0.012265423,"N","N",50.8083000183106,-0.00270000007003546,56,46,44,103,1.12609994411469,0.00170000002253801,1.26309406757355,6.64202785491943,343.859191894531,-7.73059988021851,67.730598449707,-0.730599999427795,103,15.7179002761841,"high reliability"
"1409","Birds Australia 500m area search","Observation","rail_station",855.4472947,"watercourse_stream",0.001192314,"N","N",175.421295166016,0.000500000023748726,48,48,113,109,1.76139998435974,0.00779999978840351,1.9656445980072,14.330530166626,332.242309570312,-12.2423000335693,69.242301940918,8.75769996643066,109,16.7327995300293,"high reliability"
"1410","Birds Australia 2ha search","Observation","place",13655.88371,"road",0.000480838,"N","Y",44.2000007629395,-0.000199999994947575,50,5,19,103,0.922100007534027,0.00289999996311963,1.74078404903412,13.6412029266357,354.639312744141,-18.6392993927002,78.6392974853516,-11.6393003463745,103,17.2773990631104,"high reliability"
"1411","Birds Australia 2ha search","Observation","rail_station",3029.588172,"railway",0.010538869,"N","N",57.6713981628418,-0.00289999996311963,71,51,37,18,1.12969994544983,0.00340000004507601,0.266355335712433,2.58628034591675,340.027099609375,-11.027099609375,70.027099609375,-0.0271000005304813,5,16.7488994598389,"high reliability"
"1412","Birds Australia 500m area search","Observation","place",2555.046809,"watercourse_river",0.016315744,"N","N",102.800003051758,0.00460000010207295,65,14,83,20,1.54659998416901,0.00700000021606684,1.39694118499756,16.7035465240479,341.876098632813,-9.87609958648682,67.8760986328125,3.12389993667602,103,15.625,"high reliability"
"1413","Birds Australia 5km area search","Observation","place",1330.895288,"road",0.003594403,"N","N",131.800003051758,0.00139999995008111,48,48,97,18,0.973800003528595,0.00179999996908009,0.679676055908203,7.46252202987671,328.965301513672,-12.9652996063232,67.9653015136719,11.0352001190185,109,16.1060009002686,"high reliability"
"1414","Birds Australia 500m area search","Observation","airport",7818.357877,"road",0.085539939,"Y","N",161.399993896484,-0.00179999996908009,42,50,98,18,1.62279999256134,0.00350000010803342,0.148425742983818,1.72956192493439,322.865814208984,-10.4792003631592,68.4845962524414,24.5207996368408,109,16.1735992431641,"high reliability"
"1415","Birds Australia 500m area search","Observation","place",12263.02954,"watercourse_river",0.000997145,"Y","Y",126.199996948242,0.00879999995231628,42,50,97,18,1.20120000839233,0.00980000011622906,0.0707639455795288,1.5222954750061,332.289489746094,-11.3023996353149,67.3023986816406,11.6976003646851,109,16.4857006072998,"high reliability"
"1416","Birds Australia 2ha search","Observation","place",5453.387195,"watercourse_stream",0.000637699,"Y","Y",275.799987792969,0.031199999153614,32,120,113,3,2.10700011253357,0.00980000011622906,1.50217795372009,14.9321928024292,311.373199462891,-3.36820006370544,62.3686981201172,27.3971996307373,3,14.7171001434326,"high reliability"
"1417","Birds Australia incidental search","Observation","place",38745.855,"watercourse_channel",0.322161522,"Y","Y",54.4000015258789,-0.0255999993532896,72,88,44,5,1.22920000553131,0.00879999995231628,0.396807312965393,3.66217947006226,339.26708984375,-9.7746000289917,66.1806030273438,1.2253999710083,5,16.0268001556396,"high reliability"
"1418","Birds Australia 500m area search","Observation","place",10896.3086,"watercourse_river",0.000361353,"Y","Y",491,0.153799995779991,53,6,80,12,2.60439991950989,0.0724999979138374,0.699642181396484,9.77759838104248,291.812896728516,1.85130000114441,57.005298614502,53.434700012207,12,12.8430995941162,"high reliability"
"1419","Birds Australia 2ha search","Observation","place",5402.549027,"road",0.020652559,"Y","N",140.244400024414,0.0007999999797903,15,90,81,103,1.86960005760193,0.00960000045597553,1.38585734367371,16.9752388000488,331.450805664062,-6.44990015029907,73.7537002563477,13.6956996917725,103,16.2926998138428,"high reliability"
"1420","Birds Australia 500m area search","Observation","place",6036.694957,"watercourse_stream",0.003955056,"N","N",273.200012207031,0.0516999997198582,35,121,140,16,2.3452000617981,0.0141000002622604,2.25366020202637,14.326024055481,304.616790771484,1.53359997272492,67.4880981445313,36.3832015991211,103,14.8233995437622,"high reliability"
"1421","Birds Australia 2ha search","Observation","place",1947.952407,"watercourse_river",0.001422042,"N","N",177.117004394531,-0.00139999995008111,48,48,101,18,1.46630001068115,0.00579999992623925,0.272704929113388,8.24650382995606,322.582611083984,-13.5553998947144,74.4907989501953,18.5669002532959,109,16.608699798584,"high reliability"
"1422","Birds Australia 2ha search","Observation","place",11622.11041,"road",0.001458389,"N","N",193.641098022461,0.000699999975040555,30,112,101,16,1.55710005760193,0.0059000002220273,0.239535689353943,7.06729221343994,310.190795898438,-2.17210006713867,66.1720962524414,45.8092002868652,6,16.7667007446289,"high reliability"
"1423","Birds Australia 2ha search","Observation","place",3450.595728,"road",0.019520879,"Y","Y",212.399993896484,0.0227000005543232,15,90,94,8,1.94900000095367,0.00760000012814999,0.623227179050446,9.44264698028564,327.159912109375,-11.5530004501343,68.5530014038086,11.944899559021,8,16.8463001251221,"high reliability"
"1424","Birds Australia 5km area search","Observation","place",382.5109305,"road",0.012251104,"N","N",143.496994018555,-0.00139999995008111,42,50,97,18,1.17900002002716,0.00430000014603138,0.582208573818207,9.54234123229981,324.227111816406,-11.2270002365112,69.2269973754883,20.7730007171631,9,16.6882991790771,"high reliability"
"1425","Birds Australia 500m area search","Observation","place",5733.343652,"watercourse_stream",0.00701492,"Y","Y",179.199996948242,0.0566999986767769,39,16,82,18,2.14549994468689,0.0163000002503395,0.901669263839722,16.6644172668457,344.376403808594,-3.37639999389648,66.5441970825195,14.6155996322632,103,15.4940004348755,"high reliability"
"1426","Birds Australia 500m area search","Observation","place",6326.151436,"railway",0.015116814,"N","N",196.800003051758,-0.0913999974727631,42,50,94,103,1.87510001659393,0.0165999997407198,0.839938223361969,13.600811958313,321.375213623047,-3.8724000453949,62.375301361084,22.1739006042481,103,15.6909999847412,"high reliability"
"1427","Birds Australia 2ha search","Observation","mountain",13488.3084,"watercourse_stream",0.009495853,"Y","Y",182.800003051758,0.000600000028498471,48,48,94,16,1.86450004577637,0.0082999998703599,1.73598325252533,12.6665515899658,331.275390625,-10.2754001617432,67.2753982543945,10.7245998382568,103,17.305700302124,"high reliability"
"1428","Birds Australia 500m area search","Observation","place",4229.07378,"watercourse_river",0.008454671,"N","Y",265,-1.05040001869202,2,23,136,3,2.36380004882812,0.0597000010311603,0.821008682250977,16.1391315460205,340.204010009766,2.56380009651184,60.4542999267578,34.7771987915039,3,13.4174995422363,"low reliability"
"1429","Birds Australia 2ha search","Observation","mountain",206.4921526,"road",0.010332042,"Y","Y",96.5999984741211,0.00899999961256981,60,4,83,109,1.18669998645783,0.0116999996826053,1.18871855735779,14.2328910827637,345.920593261719,-17.976900100708,71.9206008911133,-4.92059993743897,109,15.6125001907349,"high reliability"
"1430","Birds Australia 500m area search","Observation","place",10242.97641,"railway",0.000536592,"N","N",151.276901245117,-0.0276999995112419,15,90,82,109,2.06459999084473,0.00609999988228083,1.88482308387756,20.3663902282715,351.511199951172,-4.36240005493164,70.5111999511719,18.6375999450684,109,16.1562004089356,"high reliability"
"1431","Birds Australia 5km area search","Observation","place",382.5109305,"road",0.012251104,"N","N",143.496994018555,-0.00139999995008111,42,50,97,18,1.17900002002716,0.00430000014603138,0.582208573818207,9.54234123229981,324.227111816406,-11.2270002365112,69.2269973754883,20.7730007171631,9,16.6882991790771,"high reliability"
"1432","Birds Australia 2ha search","Observation","mountain",4293.742686,"watercourse_stream",0.000503967,"Y","N",251.199996948242,-0.0355999991297722,38,91,80,16,2.17059993743896,0.0270000007003546,1.58753156661987,15.4708843231201,321.929809570313,-7.041100025177,65.4395980834961,15.2326002120972,103,15.5099000930786,"high reliability"
