"","RELIABILITY_TXT","SAMPLING_METHOD_DESC","Point","Point_Distance","Line","Line_Distance","forest","public_land","ridge","vicgov_region","75m_dem_streams_burned_sept2012.tif","Anisotrophic_Heating_Ruggedbess.tif","ecoregion1750.tif","ecoregion2014.tif","ibra_hex.tif","land_cov_use3.tif","log_vertical_distance_saline_wetlands_sept2012.tif","ProtectionIndex.tif","Radiometrics_2014_k.tif","Radiometrics_2014_th.tif","sept2014JanMaxTemp.tif","sept2014JanRainfall.tif","sept2014JulMinTemp.tif","sept2014JulRainfall.tif","vegtpye3_4.tif","wetness_index_saga_sept2012.tif","log","lan"
"184","high reliability","Specimen","mountain",515.7141819,"road",0.001427573,"Y","Y","N","N",183.199996948242,-0.00499999988824129,30,112,139,6,1.63370001316071,0.00460000010207295,0.363589733839035,6.42025852203369,315.730590820313,-3.74180006980896,63.7490005493164,38.1604995727539,6,17.1033992767334,142.373111,-36.888778
"185","high reliability","Quadrat","airport",2315.349806,"watercourse_channel",0.003927583,"Y","Y","N","N",223.199996948242,0.00960000045597553,30,112,139,106,1.78250002861023,0.00680000009015203,0.0618862174451351,6.07390594482422,305.433502197266,-0.433499991893768,66.4335021972656,58.459400177002,106,16.3062992095947,142.31364,-37.18028
"186","high reliability","Quadrat","airport",10055.92581,"road",0.012507665,"Y","N","N","N",65.511100769043,0.00460000010207295,37,140,127,16,1.55099999904633,0.00540000014007092,0.521415531635284,8.37490463256836,280.383514404297,-4.71290016174316,78.6967010498047,62.3787002563477,103,16.2672996520996,141.03167,-37.72556
"187","high reliability","Quadrat","place",19967.11033,"road",0.052294339,"Y","Y","N","N",120.264999389648,-0.0116999996826053,20,139,98,16,1.58490002155304,0.0082999998703599,0.121701046824455,2.12902045249939,295.988494873047,-3.98850011825561,70.9885025024414,58.0089988708496,106,16.3701000213623,141.02972,-37.27944
"188","high reliability","Quadrat","place",7386.710586,"road",0.003114511,"Y","Y","N","Y",6.40000009536743,-0.00540000014007092,16,95,122,2,0.968100011348724,0.00800000037997961,0,1.76559710502625,270.874786376953,19.8747005462646,67.8748016357422,14.1252002716065,2,17.355899810791,147.45306,-38.12611
"189","high reliability","Quadrat","place",3147.034307,"road",0.006629226,"Y","Y","N","Y",0.400000005960465,0.0052000000141561,16,95,122,113,0.547399997711182,0.00600000005215406,0,1.76559710502625,271.977905273437,22.0221004486084,68.9732971191406,15.0221004486084,113,18.3936996459961,147.55528,-38.05833
"190","high reliability","Quadrat","place",3746.730169,"road",0.003886454,"Y","Y","N","Y",2.79999995231628,0.00100000004749745,16,95,122,16,0.794200003147125,0.00620000017806888,0,1.76559710502625,270.836486816406,16.1634006500244,69.8366012573242,12.1633996963501,113,17.3432006835937,147.38222,-38.18083
"191","high reliability","Quadrat","place",3674.393575,"road",0.004134605,"Y","Y","N","Y",3.20000004768372,0.00630000000819564,16,95,122,16,0.820500016212463,0.0059000002220273,0,1.76559710502625,270.928497314453,16.0715007781982,69.9284973144531,12.0714998245239,106,17.2991008758545,147.38194,-38.18167
"192","low reliability","Quadrat","place",5539.401649,"watercourse_stream",0.005542073,"Y","N","N","N",98.5999984741211,-0.199100002646446,17,92,106,19,1.91859996318817,0.0121999997645616,0.736376762390137,14.3964796066284,294.989013671875,16.4207992553711,82.2563018798828,30.4277992248535,8,14.2840995788574,145.28715,-37.6925
"193","high reliability","Quadrat","place",6417.217004,"watercourse_stream",0.003395801,"Y","Y","N","Y",88,-0.120600000023842,16,154,134,17,1.92820000648498,0.0302000008523464,0.0478717647492886,1.50056791305542,281.424896240234,27.9528999328613,56.4163017272949,13.5055999755859,6,13.9570999145508,147.1387,-37.8712
"194","high reliability","Quadrat","place",18131.39979,"state_border",0.012355638,"Y","Y","N","N",118,0.0007999999797903,54,116,84,5,1.51199996471405,0.00209999992512166,0.355747759342194,4.75622510910034,317.180297851562,-5.18020009994507,67.1801986694336,34.8198013305664,5,16.4521999359131,140.98103,-36.55564
"195","low reliability","Quadrat","place",4064.410393,"watercourse_stream",0.013311816,"Y","Y","N","N",257.600006103516,0.594200015068054,53,6,114,3,1.98199999332428,0.123999997973442,0.41584649682045,7.67089986801147,301.183502197266,-1.11810004711151,73.565299987793,12.0993995666504,3,14.8767995834351,143.60577,-37.69516
"196","high reliability","Quadrat","place",5640.907251,"road",0.005619144,"Y","Y","N","N",516,-0.0693999975919724,19,100,81,112,2.63159990310669,0.00930000003427267,0.577452778816223,6.73937892913818,289.120086669922,3.9284999370575,53.1202011108398,59.3230018615723,112,16.4281005859375,144.282,-37.1361
"197","low reliability","Species List for Defined Area","place",1505.980452,"watercourse_stream",0.003630751,"Y","N","N","N",566.200012207031,0.2466000020504,6,76,114,6,2.67090010643005,0.0954999998211861,0.916462242603302,12.33167552948,278.768890380859,8.05869960784912,54.3252983093262,71.3893966674805,6,14.8297996520996,144.124124,-37.3228
"198","high reliability","Quadrat","mountain",6611.049001,"road",0.01016381,"Y","Y","N","Y",32.2000007629395,-0.0328000001609325,57,145,118,16,1.52600002288818,0.0120999999344349,0.52780419588089,5.5331392288208,267.217987060547,19.4995994567871,83.5003967285156,60.4678993225098,106,16.4416999816895,145.528064,-38.426071
"199","high reliability","Quadrat","place",2131.676408,"road",0.009312493,"Y","Y","Y","N",623.200012207031,1.03830003738403,6,76,139,6,2.66510009765625,0.133499994874,0.155637428164482,5.09705591201782,281.840698242187,12.1933002471924,50.7602996826172,79.7321014404297,6,12.088399887085,142.3898,-37.11143
"200","high reliability","Quadrat","place",6063.419118,"road",0.012568572,"Y","Y","N","Y",7,-0.00209999992512166,16,154,122,2,0.991299986839294,0.00600000005215406,0,1.76559710502625,271.418701171875,22.232400894165,67.418701171875,15.5812997817993,2,18.0865993499756,147.52583,-38.07056
"201","high reliability","Quadrat","place",18716.07831,"road",0.076757257,"Y","N","N","N",136.199996948242,0.0020000000949949,30,112,84,5,1.64300000667572,0,0.719514727592468,5.64285755157471,317.959503173828,-4.95949983596802,64.9595031738281,32.0405006408691,5,15.7958002090454,141.10645,-36.51485
"202","high reliability","Quadrat","airport",10541.14246,"watercourse_stream",0.003093372,"Y","Y","N","Y",65.8000030517578,0.242300003767013,16,95,122,16,1.82260000705719,0.0384999997913837,0,1.76559710502625,269.988494873047,15.6618003845215,68.3382034301758,14.1134996414185,6,14.9160995483398,147.02243,-38.26905
"203","high reliability","Quadrat","airport",10480.38691,"watercourse_stream",0.018598128,"Y","Y","N","Y",80.5999984741211,0.010499999858439,16,95,122,113,1.90480005741119,0.025000000372529,0,1.76559710502625,273.152709960937,17.8472995758057,66.152702331543,15.8472995758057,113,19.0540008544922,146.95943,-38.19189
"204","low reliability","Quadrat","place",12204.53787,"watercourse_river",0.010555868,"Y","N","N","N",507.600006103516,0.737999975681305,64,102,105,12,2.64170002937317,0.0436000004410744,2.33185482025146,7.58487558364868,289.160095214844,5.44659996032715,54.5110015869141,52.4906005859375,12,13.3443002700806,144.64129,-37.08674
"205","high reliability","Quadrat","airport",15262.07145,"watercourse_stream",0.004071586,"Y","Y","N","N",73,0.0590999983251095,20,149,127,17,1.69050002098084,0.0019000000320375,0.552379250526428,5.11890268325806,273.968811035156,2.03690004348755,73.6297988891602,66.0373992919922,6,15.4781999588013,141.20667,-37.77111
"206","high reliability","Quadrat","place",6141.568146,"road",0.012798393,"Y","Y","N","Y",8,-0.00310000008903444,16,154,122,2,1.03349995613098,0.00179999996908009,0,1.76559710502625,270.999206542969,22.5862998962402,66.9991989135742,16.0007991790771,2,18.1753997802734,147.525,-38.07083
"207","high reliability","Quadrat","place",7452.182477,"road",0.002818084,"Y","Y","N","Y",6.59999990463257,0,16,95,122,2,0.977299988269806,0.00620000017806888,0,1.76559710502625,270.936401367187,19.8754005432129,67.9364013671875,14.0635995864868,2,17.6658992767334,147.45333,-38.12556
"208","high reliability","Quadrat","place",8280.07388,"road",0.008580422,"Y","Y","N","Y",9.19999980926514,-0.0063999998383224,16,95,122,2,1.08299994468689,0.00630000000819564,0,1.76559710502625,269.201690673828,20.9039993286133,67.0960006713867,15.6796998977661,2,17.3959007263184,147.46778,-38.1225
"209","high reliability","Quadrat","place",7112.029826,"road",0.001482872,"Y","Y","N","Y",7.80000019073486,0.00120000005699694,16,95,122,2,1.02929997444153,0.00139999995008111,0,1.76559710502625,271.340515136719,18.6595993041992,68.3404006958008,13.6596002578735,2,17.6065006256104,147.445,-38.12667
"210","high reliability","Quadrat","place",5763.801077,"watercourse_river",0.0002132,"Y","Y","N","N",123.599998474121,0.153799995779991,17,92,106,19,2.02020001411438,0.0197999998927116,0.947159230709076,12.4095525741577,296.797088623047,12.726300239563,81.8514022827148,19.1075992584229,103,14.9357995986938,145.1225,-37.62611
"211","high reliability","Quadrat","place",8762.569209,"watercourse_stream",0.005443966,"Y","Y","N","N",220.199996948242,0.137299999594688,32,120,119,3,2.22790002822876,0.0225000008940697,0.712640643119812,9.26664257049561,288.045593261719,6.15110015869141,67.355598449707,7.12860012054443,3,14.4656000137329,144.50776,-37.56402
"212","high reliability","Quadrat","place",9615.025667,"road",0.011043827,"Y","Y","N","Y",-0.800000011920929,0.00039999998989515,10,115,122,113,0.3125,0.00779999978840351,0,1.76559710502625,272.139007568359,19.8610000610352,68.1389999389648,13.8610000610352,113,18.2784004211426,147.457141,-38.105994
"213","low reliability","Quadrat","place",5797.654343,"watercourse_stream",0.045621221,"Y","Y","N","N",156.199996948242,-0.822000026702881,53,6,117,103,1.78770005702972,0.0688000023365021,0.139374241232872,1.15379750728607,303.4873046875,-10.4111003875732,74.7077026367188,44.7002983093262,103,13.5037002563477,141.35444,-37.28778
"214","high reliability","Quadrat","place",11416.20666,"road",0.090851999,"Y","Y","N","N",132.122299194336,-0.00499999988824129,37,140,117,106,1.87020003795624,0.00870000012218952,0.322493642568588,6.01291847229004,287.820007324219,-1.91919994354248,70.7462005615234,60.0862998962402,106,16.1657009124756,141.14028,-37.46528
"215","high reliability","Quadrat","place",6354.842322,"road",0.004136272,"Y","Y","N","N",113.124298095703,0.00839999970048666,20,139,125,6,1.87969994544983,0.00630000000819564,0.156998813152313,2.46429562568665,267.094787597656,2.76500010490417,78.2108001708984,64.7891998291016,6,16.3663005828857,141.55861,-37.98389
"216","high reliability","Incidental","mountain",3887.543691,"watercourse_stream",0.01570991,"Y","Y","N","N",341.399993896484,-0.0851999968290329,38,91,136,3,2.49210000038147,0.0443000011146069,2.0299129486084,18.8688011169434,334.233001708984,1.84609997272492,59.1551017761231,50.9436988830566,3,12.1596002578735,146.71222,-36.26056
"217","high reliability","Quadrat","mountain",10187.13607,"road",1.42e-05,"Y","Y","Y","N",420.600006103516,-0.0225000008940697,26,134,139,6,2.34340000152588,0.021900000050664,1.67775571346283,12.7188472747803,286.781005859375,6.21350002288818,60.7865982055664,51.3977012634277,6,16.1224994659424,142.50833,-37.35917
"218","high reliability","Quadrat","place",8719.299149,"road",0.004939787,"Y","Y","N","Y",9.19999980926514,0.00240000011399388,16,95,122,2,1.08249998092651,0.00370000000111759,0,1.76559710502625,270.180999755859,20.8188991546631,67.1810989379883,14.8190002441406,2,17.8187999725342,147.46778,-38.11806
"219","high reliability","Quadrat","place",7052.114756,"road",0.001918079,"Y","Y","N","Y",7.40000009536743,0,16,95,122,2,1.01279997825623,0.00260000000707805,0,1.76559710502625,271.200988769531,18.7989006042481,68.2009963989258,13.7988996505737,2,17.7782001495361,147.44361,-38.12694
"220","high reliability","Quadrat","airport",3754.533858,"state_border",6.92e-05,"Y","Y","N","N",29.7800006866455,-0.0116999996826053,20,139,127,17,1.37960004806519,0.0121999997645616,0,1.76559710502625,264.964691162109,-1.9646999835968,83.9646987915039,71.1434020996094,106,15.5761995315552,140.96626,-38.00932
"221","low reliability","Quadrat","airport",2618.439045,"watercourse_river",0.0004047,"Y","N","N","N",229,0.00620000017806888,26,134,125,16,2.04970002174377,0.00910000037401915,1.24317634105682,8.28669357299805,292.099212646484,-4.4798002243042,76.2885971069336,38.5061988830566,109,16.6352005004883,141.96862,-37.64889
"222","high reliability","Quadrat","airport",953.7545061,"watercourse_river",0.000410108,"N","Y","N","N",327,0.0176999997347593,35,121,104,109,2.0239999294281,0.00980000011622906,1.35704374313355,13.3756875991821,301.716888427734,-4.69409990310669,70.6940994262695,22.3059005737305,109,16.6893997192383,142.98805,-37.31775
"223","low reliability","Quadrat","place",2452.17542,"watercourse_river",0.016341698,"Y","N","N","N",189.399993896484,-0.818599998950958,17,92,106,8,2.22379994392395,0.0183000005781651,0.898734986782074,13.4043817520142,291.694305419922,18.7765007019043,77.4369964599609,34.084400177002,8,11.6237001419067,145.257102,-37.584618
"224","high reliability","Specimen","mountain",7213.885961,"watercourse_stream",0.001397156,"Y","Y","N","N",177.800003051758,0.0103000001981854,30,112,139,6,1.50530004501343,0.0105999996885657,0.486387461423874,10.4714107513428,314.679901123047,-3.68009996414185,64.9411010742188,43.6454010009766,6,17.4459991455078,142.409222,-36.941833
"225","high reliability","Quadrat","place",10300.12764,"road",0.007440681,"Y","Y","N","Y",0.600000023841858,0.00130000000353903,16,95,122,103,0.540700018405914,0.012699999846518,0,1.76559710502625,274.994110107422,16.9965991973877,71.0034027099609,10.996600151062,103,18.2817001342773,147.468263,-38.102624
"226","low reliability","Quadrat","place",7429.994874,"watercourse_stream",0.001616366,"Y","Y","N","N",159,0.0159000009298325,37,140,117,106,2.04949998855591,0.0201999992132187,0.276051849126816,2.35001635551453,273.472686767578,1.67449998855591,72.3255004882813,62.6744995117187,106,16.421199798584,141.45338,-37.77459
"227","high reliability","Quadrat","place",5532.915062,"watercourse_stream",0.025548936,"N","Y","N","N",146.600006103516,0.00310000008903444,30,112,127,103,1.36699998378754,0.00760000012814999,1.42866766452789,8.63184833526611,306.731414794922,-8.73139953613281,73.7313995361328,48.2485008239746,103,15.7109003067017,141.09472,-37.11667
"228","high reliability","Quadrat","place",2151.64038,"road",0.003588116,"N","N","N","Y",77,-0.0116999996826053,37,140,118,6,1.89320003986359,0.0111999996006489,0.303221195936203,3.76928853988647,277.459899902344,13.8388004302979,87.1463012695313,46.8158988952637,6,14.6365995407104,145.20028,-38.16278
"229","high reliability","Quadrat","place",6632.464208,"road",0.017922856,"Y","Y","N","Y",5.59999990463257,0,16,154,122,2,0.925300002098084,0.00350000010803342,0,1.76559710502625,271.83740234375,21.2908992767334,67.83740234375,15.1625995635986,2,18.5496997833252,147.51778,-38.06944
"230","high reliability","Quadrat","place",3721.25101,"road",0.020503653,"Y","Y","N","Y",10,0.000899999984540045,16,95,122,2,1.11440002918243,0.000300000014249235,0,1.76559710502625,269.252288818359,18.8304004669189,67.6222991943359,14.7476997375488,2,17.4778995513916,147.42278,-38.155
"231","high reliability","Quadrat","mountain",11602.24662,"road",0.004420959,"Y","Y","N","N",43.0563011169434,0.00359999993816018,37,140,127,106,1.41970002651215,0.00289999996311963,0,1.76559710502625,265.511810302734,-1.38740003108978,87.6081008911133,67.6126022338867,106,16.1865005493164,141.49118,-38.1405
"232","high reliability","Quadrat","place",10731.77853,"watercourse_stream",0.01767769,"Y","Y","N","N",244.399993896484,-0.0828000009059906,15,90,112,3,1.99860000610352,0.00559999980032444,0.151305735111237,14.8560380935669,313.677886962891,-16.6779003143311,82.1042022705078,27.3134994506836,3,15.7007999420166,142.0282,-37.34453
"233","high reliability","Quadrat","airport",5619.241852,"watercourse_stream",0.022217056,"N","Y","N","Y",32,0.0219999998807907,16,95,122,16,1.53159999847412,0.00570000009611249,0,1.76559710502625,269.376708984375,10.6006002426148,73.2805023193359,11.6232995986939,103,15.6288003921509,147.19975,-38.30779
"234","high reliability","Quadrat","mountain",6699.915187,"road",0.008468812,"Y","Y","N","Y",35.4000015258789,0.00999999977648258,57,145,118,16,1.56560003757477,0.00289999996311963,0.655377626419067,5.53064870834351,267.790893554687,19.2057991027832,83.7941970825195,59.8003997802734,106,16.565299987793,145.526137,-38.425623
"235","high reliability","Quadrat","place",6162.97629,"road",0.012952064,"Y","Y","N","Y",7,0.0166999995708466,16,95,122,2,0.991400003433228,0.00730000017210841,0,1.76559710502625,270.559295654297,23.0881996154785,66.5593032836914,16.4407005310059,2,17.6989002227783,147.52472,-38.07083
"236","high reliability","Quadrat","place",3720.341673,"road",0.021184609,"Y","Y","N","Y",9.80000019073486,-0.00209999992512166,16,95,122,2,1.10749995708466,0.0015999999595806,0,1.76559710502625,269.2080078125,18.9990005493164,67.6411972045898,14.7919998168945,2,17.3878993988037,147.42417,-38.155
"237","high reliability","Quadrat","place",3296.508719,"road",0.002232317,"N","Y","N","Y",3.59999990463257,-0.0007999999797903,16,95,122,2,0.824699997901917,0.00219999998807907,0,1.76559710502625,271.839996337891,22.1599006652832,68.8401031494141,15.1597995758057,2,18.5932006835937,147.55694,-38.0625
"238","high reliability","Quadrat","place",3277.578293,"road",0.002078647,"N","Y","N","Y",3.59999990463257,-0.0007999999797903,16,95,122,2,0.824699997901917,0.00219999998807907,0,1.76559710502625,271.839996337891,22.1599006652832,68.8401031494141,15.1597995758057,2,18.5932006835937,147.55722,-38.0625
"239","high reliability","Quadrat","place",3815.050706,"road",0.000493806,"Y","Y","N","Y",3.20000004768372,0.0031999999191612,16,95,122,16,0.833299994468689,0.00730000017210841,0,1.76559710502625,270.624298095703,16.3756999969482,69.6242980957031,12.3756999969482,113,17.0000991821289,147.37278,-38.185
"240","high reliability","Quadrat","place",8075.565611,"road",0.008764234,"Y","Y","N","Y",9.80000019073486,0.00139999995008111,16,95,122,2,1.10399997234345,0.00419999985024333,0,1.76559710502625,269.00439453125,21.160400390625,66.8403015136719,15.3522996902466,2,17.4720001220703,147.46611,-38.12389
"241","high reliability","Quadrat","place",7105.655463,"road",0.001516546,"Y","Y","N","Y",7.80000019073486,0.00120000005699694,16,95,122,2,1.02929997444153,0.00139999995008111,0,1.76559710502625,271.340515136719,18.6595993041992,68.3404006958008,13.6596002578735,2,17.6065006256104,147.44472,-38.12667
"242","high reliability","Quadrat","place",5847.144342,"watercourse_river",0.000797208,"N","Y","N","N",143.199996948242,-0.358200013637543,17,92,124,12,2.10969996452331,0.0232999995350838,0.858628511428833,12.9171495437622,292.369812011719,19.2716999053955,82.4422988891602,36.1697998046875,12,12.983699798584,145.28168,-37.7135
"243","low reliability","Quadrat","place",5063.076588,"watercourse_stream",0.004452446,"Y","N","N","N",57.7999992370606,0.0194000005722046,64,102,106,103,1.62279999256134,0.0395999997854233,0.42648109793663,10.7188777923584,301.019500732422,10.1993999481201,86.3674011230469,22.1418991088867,103,16.6100006103516,145.29514,-37.6911
"244","high reliability","Quadrat","mountain",2049.585478,"road",0.007683845,"Y","Y","N","N",227.399993896484,-0.00240000011399388,15,90,112,103,1.99339997768402,0.0059000002220273,0.809443652629852,10.2576637268066,306.438385009766,-13.4486999511719,81.0808029174805,30.5615005493164,103,15.7903995513916,141.93496,-37.47197
"245","high reliability","Quadrat","place",6998.812146,"watercourse_stream",0.016965139,"Y","Y","N","N",241.800003051758,-0.0270000007003546,3,21,109,103,2.37159991264343,0.0709000006318092,1.22896385192871,11.2266120910645,303.34521484375,13.227499961853,59.7162017822266,4.9770998954773,103,17.2863998413086,147.89813,-37.33067
"246","high reliability","Quadrat","mountain",7743.362176,"road",0.007011784,"Y","Y","N","N",469.600006103516,-0.126900002360344,19,100,114,16,2.57780003547668,0.022299999371171,0.973325788974762,8.64309978485107,290.533294677734,3.23690009117126,55.7630996704102,55.1279983520508,12,13.9266996383667,144.215554,-37.217115
"247","low reliability","Quadrat","place",2363.286616,"watercourse_river",0.008099149,"Y","N","N","N",118.599998474121,0.243100002408028,64,102,106,8,1.99570000171661,0.0533000007271767,0.89844685792923,10.8679542541504,297.248199462891,13.0331001281738,82.2192993164063,23.7590007781982,8,13.5874996185303,145.20694,-37.62028
"248","high reliability","Quadrat","place",3118.33904,"road",0.005705577,"Y","Y","N","N",1.20000004768372,0.008500000461936,16,95,122,102,0.636699974536896,0.0063999998383224,0,1.76559710502625,271.629211425781,22.3708000183105,68.6292037963867,15.3708000183106,102,18.2889995574951,147.55611,-38.05889
"249","high reliability","Quadrat","place",10413.83679,"road",0.002232691,"Y","Y","N","N",6.80000019073486,0.00460000010207295,16,95,122,16,0.986100018024445,0.00430000014603138,0,1.76559710502625,270.431091308594,20.5690002441406,67.4309997558594,14.5690002441406,2,18.1767997741699,147.47722,-38.10472
"250","high reliability","Quadrat","place",10297.85177,"road",0.001622356,"Y","Y","N","N",6.19999980926514,0.0015999999595806,16,95,122,16,0.958299994468689,0.00800000037997961,0,1.76559710502625,270.603485107422,20.3967990875244,67.6032028198242,14.3984003067017,2,18.3092002868652,147.47639,-38.10556
"251","high reliability","Quadrat","place",3337.849502,"road",0.009998138,"Y","Y","N","N",1.60000002384186,-0.000699999975040555,16,95,122,113,0.670400023460388,0.00139999995008111,0,1.76559710502625,271.655212402344,22.3448009490967,67.7761001586914,15.3447999954224,113,18.8743991851807,147.55167,-38.05667
"252","low reliability","Quadrat","place",8910.300829,"state_border",0.005887398,"N","N","N","N",65.7242965698242,0.00209999992512166,37,140,127,17,1.21889996528626,0.0100999996066093,0.0585445277392864,1.75469291210175,291.131896972656,-7.54570007324219,78.5457000732422,57.4556999206543,109,16.5097007751465,140.96733,-37.51773
"253","high reliability","Quadrat","place",6839.952055,"watercourse_stream",0.014371345,"Y","Y","N","N",96,0.155100002884865,16,95,134,12,1.96459996700287,0.0205000005662441,0.0625429153442383,0.395683228969574,288.178314208984,26.970100402832,60.5265007019043,11.6759996414185,12,15.2199001312256,147.27338,-37.78056
"254","high reliability","Quadrat","place",3916.0978,"road",0.000315514,"Y","Y","N","N",161.800003051758,0.0197000000625849,37,140,127,6,1.96780002117157,0.0138999996706843,1.20229780673981,9.01477432250977,290.815399169922,-1.55680000782013,68.5568008422852,59.3852005004883,6,14.2875003814697,141.17209,-37.36442
"255","high reliability","Quadrat","mountain",6637.706928,"road",0.002982531,"Y","Y","N","N",425.200012207031,-0.956200003623962,6,76,1,12,2.59109997749329,0.0744000002741814,1.76512801647186,12.5306997299194,307.801391601562,11.5481004714966,56.1846008300781,61.4723014831543,12,12.4589004516602,145.9915,-36.87314
"256","high reliability","Quadrat","place",5313.882797,"road",0.00561526,"Y","Y","N","N",2.79999995231628,-0.00120000005699694,16,95,122,103,0.769599974155426,0.00469999993219972,0,1.76559710502625,272.786895751953,16.3477001190186,69.7869033813477,11.5156002044678,103,18.0657997131348,147.417475,-38.140903
"257","high reliability","Quadrat","place",7623.696691,"road",0.02418059,"Y","Y","N","N",62.5999984741211,0,37,151,126,17,1.48749995231628,0.0020000000949949,0.186217352747917,2.38325834274292,265.881896972656,-0.881900012493134,86.8818969726562,55.1180992126465,106,16.6830997467041,141.84556,-38.12778
"258","high reliability","Quadrat","place",13886.22093,"road",0.003946544,"Y","Y","N","N",161,-0.00380000006407499,30,112,117,6,1.32299995422363,0.00839999970048666,0.526009559631348,7.742760181427,304.884490966797,-4.88450002670288,67.8843002319336,46.1141014099121,6,17.2730007171631,141.41306,-37.11417
"259","high reliability","Quadrat","airport",703.696066,"road",0.016118869,"Y","Y","N","N",167,-0.00540000014007092,30,112,98,103,0.416700005531311,0.00669999979436398,0.130791381001473,4.32820415496826,311.285797119141,-9.28579998016357,72.05419921875,42.4706001281738,103,16.4349002838135,141.26528,-37.01
"260","high reliability","Quadrat","place",7848.675357,"road",0.00131473,"N","Y","N","N",354.600006103516,0.0575000010430813,35,121,81,3,2.4663999080658,0.0204000007361174,0.501899063587189,10.9399566650391,303.099212646484,3.13579988479614,61.7456016540527,42.8226013183594,3,14.1294002532959,144.88167,-37.02056
"261","high reliability","Quadrat","place",4308.479702,"road",0.015626309,"Y","Y","N","N",9.39999961853027,0.00170000002253801,16,95,122,2,1.09469997882843,0.00499999988824129,0,1.76559710502625,269.37890625,19.6149005889893,67.3788986206055,14.6211004257202,2,17.3771991729736,147.42222,-38.14972
"262","high reliability","Quadrat","place",9594.792068,"road",0.002670235,"Y","Y","N","N",2,0.00120000005699694,16,95,122,103,0.6875,0.00980000011622906,0,1.76559710502625,272.915313720703,18.3647994995117,69.6352005004883,12.364800453186,103,18.4754009246826,147.46722,-38.10917
"263","high reliability","Quadrat","place",8190.855526,"road",0.008558771,"Y","Y","N","N",10.1999998092651,-0.00039999998989515,16,95,122,2,1.11749994754791,0.00240000011399388,0,1.76559710502625,269.031402587891,21.183500289917,66.8170013427734,15.6724996566773,2,17.7723007202148,147.46694,-38.12306
"264","high reliability","Incidental","rail_station",3007.324976,"road",0.001784108,"N","N","N","N",322.600006103516,-0.0315999984741211,35,121,104,16,2.05049991607666,0.0188999995589256,2.41769170761108,10.6635656356812,303.243286132812,-4.24319982528687,70.2432022094727,24.2084999084473,3,14.0924997329712,142.96769,-37.27133
"265","high reliability","Quadrat","mountain",3010.140225,"watercourse_stream",0.00256495,"Y","Y","N","N",397.799987792969,0,30,112,139,5,2.40820002555847,0.00430000014603138,0.11713008582592,4.07320356369019,298.62890625,7.18260002136231,52.5960998535156,63.9183006286621,5,10.4649000167847,142.35972,-36.9113
"266","high reliability","Quadrat","mountain",13016.10056,"road",0.008221576,"Y","Y","N","N",205.600006103516,0.00170000002253801,30,112,139,106,1.70050001144409,0.00579999992623925,0.140816628932953,17.374080657959,303.345794677734,-0.85479998588562,66.3458023071289,46.6542015075684,106,17.0452003479004,142.1667,-37.2326
"267","high reliability","Quadrat","mountain",3504.673895,"watercourse_stream",0.010905021,"Y","Y","N","N",217.600006103516,-0.0015999999595806,35,141,112,17,1.95500004291534,0.00279999990016222,1.06565797328949,10.4619216918945,301.560211181641,-8.83950042724609,76.6874008178711,34.999698638916,109,16.1051998138428,141.93215,-37.48796
"268","high reliability","Quadrat","place",11931.25803,"road",0.000978231,"Y","Y","N","N",469.799987792969,0.292800009250641,8,78,115,112,2.66770005226135,0.169300004839897,1.48274683952332,12.5686016082764,290.240905761719,22.9717998504639,34.9429016113281,14.9561004638672,112,15.4773998260498,148.72461,-37.09578
"269","low reliability","Quadrat","place",2277.49021,"watercourse_river",0.007482132,"Y","N","N","N",118.199996948242,0.131500005722046,64,102,106,8,1.9941999912262,0.0513000003993511,0.916681587696075,10.8192548751831,297.934692382813,12.3429002761841,82.9345016479492,23.0673999786377,8,14.0873003005981,145.206995,-37.621179
"270","low reliability","Quadrat","place",1154.619134,"road",0.000148424,"Y","N","N","N",68.1999969482422,-0.73879998922348,64,102,106,19,1.72019994258881,0.0511000007390976,0.809448957443237,11.7134552001953,297.674896240234,13.4993000030518,82.9263000488281,20.232400894165,8,12.2384996414185,145.1452,-37.6644
"271","high reliability","Quadrat","place",3563.34924,"coast",0.009730732,"N","Y","N","N",-1,0,86,173,141,-99,0,0,0,1.76559710502625,265.315002441406,15.6850004196167,92.3150024414062,65.6849975585938,-99,19.4659996032715,145.563351,-38.634105
"272","high reliability","Quadrat","mountain",2530.137363,"road",0.019571906,"Y","Y","N","N",73.1999969482422,-0.00980000011622906,37,140,127,20,1.8371000289917,0.0109000001102686,0,1.76559710502625,257.268798828125,0.540499985218048,87.268798828125,78.731201171875,106,16.6660995483398,141.39639,-38.2525
"273","high reliability","Quadrat","place",4399.596421,"watercourse_stream",0.020342738,"Y","Y","N","N",135.199996948242,0.00340000004507601,15,90,117,103,1.4559999704361,0.0116999996826053,0.394027769565582,5.64633417129517,312.144012451172,-12.0307998657227,74.4745025634766,35.8046989440918,103,14.0953998565674,141.545,-37.155
"274","high reliability","Quadrat","place",8922.81727,"road",0.029392562,"Y","N","N","N",178.275405883789,0.00249999994412065,30,112,98,16,1.2661999464035,0.00419999985024333,0.434754401445389,8.54769515991211,312.397796630859,-8.39780044555664,70.0479965209961,40.6021995544434,109,16.4344005584717,141.34222,-36.96972
