"","RELIABILITY_TXT","SAMPLING_METHOD_DESC","Point","Point_Distance","Line","Line_Distance","forest","public_land","ridge","vicgov_region","75m_dem_streams_burned_sept2012.tif","Anisotrophic_Heating_Ruggedbess.tif","ecoregion1750.tif","ecoregion2014.tif","ibra_hex.tif","land_cov_use3.tif","log_vertical_distance_saline_wetlands_sept2012.tif","ProtectionIndex.tif","Radiometrics_2014_k.tif","Radiometrics_2014_th.tif","sept2014JanMaxTemp.tif","sept2014JanRainfall.tif","sept2014JulMinTemp.tif","sept2014JulRainfall.tif","vegtpye3_4.tif","wetness_index_saga_sept2012.tif"
"353","high reliability","Quadrat","airport",9068.042785,"watercourse_stream",0.001252562,"Y","Y","N","N",279.399993896484,0.00510000018402934,35,121,96,103,2.1382999420166,0.0130000002682209,1.47705841064453,19.3694133758545,317.244995117187,-8.07810020446777,66.908203125,31.3547992706299,103,16.2872009277344
"354","high reliability","Quadrat","place",10359.00328,"watercourse_stream",0.018296268,"Y","Y","N","N",245.399993896484,-0.063400000333786,15,90,112,3,2.00239992141724,0.0120999999344349,0.209910526871681,10.4753303527832,318.313110351562,-21.6019992828369,87.1686019897461,22.2945003509521,3,15.7300996780396
"355","high reliability","Quadrat","airport",4713.61618,"watercourse_stream",0.006613958,"Y","Y","N","N",116.5458984375,0.0392999984323978,37,140,125,6,2.02419996261597,0.016499999910593,0,1.76559710502625,261.750793457031,1.6904000043869,81.1933975219727,77.5953979492188,6,15.3015003204346
"356","high reliability","Specimen","mountain",5325.150226,"watercourse_river",0.005624497,"Y","Y","N","N",362,6.64930009841919,6,76,136,6,2.52959990501404,0.146699994802475,1.70324993133545,14.2284784317017,333.202606201172,13.2512998580933,55.8176002502441,64.1725997924805,6,11.0395002365112
"357","high reliability","Quadrat","place",5878.022294,"road",0.000347332,"Y","Y","N","N",114,0.175500005483627,37,140,117,16,1.79990005493164,0.0153999999165535,0.12956428527832,1.94666254520416,278.773498535156,-0.942900002002716,75.1756973266602,57.0643005371094,103,16.2280998229981
"358","low reliability","Quadrat","place",6558.391319,"road",0.009335506,"Y","N","N","N",167,0.00989999994635582,30,112,97,106,1.39629995822907,0.00920000020414591,0.293619334697723,4.79307556152344,311.431793212891,-4.64799976348877,64.4317016601562,34.5682983398437,106,15.6183996200562
"359","low reliability","Quadrat","airport",8410.418227,"road",0.00263854,"Y","Y","N","N",127.800003051758,-0.598399996757507,64,102,117,16,1.92089998722076,0.0388999991118908,0.119797557592392,2.13365077972412,283.271301269531,-0.86379998922348,71.1725006103516,58.1217994689941,103,13.6202001571655
"360","low reliability","Quadrat","place",3734.104611,"watercourse_stream",0.004596004,"Y","Y","N","N",69.8000030517578,-0.0533999986946583,64,102,106,16,1.72759997844696,0.046900000423193,0.193410143256187,11.6974840164185,298.874786376953,12.2677001953125,84.3818969726562,25.3680000305176,3,14.9841003417969
"361","high reliability","Quadrat","place",7399.031473,"road",0.002564368,"Y","Y","N","N",7.80000019073486,-0.00889999978244305,16,95,122,2,1.02909994125366,0.00329999998211861,0,1.76559710502625,270.544189453125,20.2693004608154,67.5441970825195,14.4558000564575,2,17.3197994232178
"362","high reliability","Quadrat","place",8235.22357,"road",0.007945039,"Y","Y","N","N",10.6000003814697,-0.0031999999191612,16,95,122,2,1.13039994239807,0.00240000011399388,0,1.76559710502625,269.06640625,21.1196002960205,66.8804016113281,15.625,2,17.5823993682861
"363","high reliability","Quadrat","place",4279.238928,"road",0.015600964,"Y","Y","N","N",9.39999961853027,0.000600000028498471,16,95,122,2,1.0949000120163,0.00260000000707805,0,1.76559710502625,269.799011230469,19.1756992340088,67.7988967895508,14.2011003494263,2,17.3223991394043
"364","high reliability","Quadrat","place",4155.156816,"road",0.016700913,"Y","Y","N","N",9.39999961853027,0,16,95,122,2,1.0945999622345,0.00559999980032444,0,1.76559710502625,269.282592773438,19.4862995147705,67.282600402832,14.717399597168,2,16.9311008453369
"365","high reliability","Quadrat","place",9661.602074,"road",0.003673833,"Y","Y","N","N",2.20000004768372,-0.00249999994412065,16,95,122,113,0.704800009727478,0.00579999992623925,0,1.76559710502625,274.187713623047,17.7439002990723,70.256103515625,11.7439002990723,113,18.4654998779297
"366","high reliability","Quadrat","place",10276.24483,"road",0.000885295,"Y","Y","N","N",7.19999980926514,0.00510000018402934,16,95,122,2,1.00380003452301,0.00490000005811453,0,1.76559710502625,270.260406494141,20.7395992279053,67.2603988647461,14.7491998672485,2,18.0177993774414
"367","high reliability","Quadrat","place",3214.549719,"road",0.009469335,"Y","Y","N","N",0,-0.0052000000141561,16,95,122,102,0.4932000041008,0.00800000037997961,0,1.76559710502625,271.707000732422,22.2929992675781,67.9421005249023,15.2930002212524,102,18.6865997314453
"368","high reliability","Quadrat","place",4891.935642,"watercourse_river",0.008570089,"Y","Y","N","N",125.199996948242,0.467999994754791,17,92,106,19,2.03110003471375,0.029899999499321,0.945799946784973,11.9088973999023,295.577697753906,14.0320997238159,81.3740997314453,20.2395000457764,8,12.0899000167847
"369","high reliability","Quadrat","airport",12426.75227,"watercourse_stream",0.012188841,"Y","Y","N","N",1311.59997558594,-2.46350002288818,46,124,138,11,3.11290001869202,0.0913999974727631,2.45543265342712,10.0321941375732,232.963195800781,48.404598236084,13.9749002456665,143.502502441406,11,11.5115995407104
"370","high reliability","Quadrat","place",4735.666772,"road",0.03488469,"Y","Y","N","N",1,0.000899999984540045,16,95,122,13,0.711000025272369,0.00179999996908009,0,1.76559710502625,274.926513671875,22.0734996795654,68.3112030029297,14.0734996795654,13,18.8705997467041
"371","high reliability","Quadrat","mountain",13440.818,"watercourse_river",0.007085174,"Y","Y","N","N",777.200012207031,-0.614799976348877,6,76,92,7,2.88210010528564,0.0856999978423119,1.89132082462311,12.4138946533203,282.525604248047,26.5813999176025,31.0149993896484,80.4004974365234,7,12.7655000686646
"372","high reliability","Quadrat","place",2870.842319,"road",0.003744608,"Y","Y","N","N",91,0.000199999994947575,35,121,107,109,1.67229998111725,0.00680000009015203,0.32903853058815,9.76694965362549,288.790588378906,-9.36460018157959,89.3646011352539,3.64120006561279,109,16.1497001647949
"373","low reliability","Species List for Defined Area","place",6497.328259,"watercourse_river",0.001548644,"Y","N","N","N",93.1999969482422,-0.0285999998450279,17,92,106,103,1.89240002632141,0.0245999991893768,0.567043006420136,15.8777046203613,297.545806884766,14.0282001495361,85.040397644043,28.1000995635986,103,15.6739997863769
"374","high reliability","Quadrat","mountain",8140.084105,"road",0.000937339,"Y","Y","N","N",474.399993896484,-0.180899992585182,19,100,114,12,2.58279991149902,0.0148999998345971,1.18195998668671,9.95799922943115,289.730712890625,4.44799995422363,54.5519981384277,56.1151008605957,12,14.0292997360229
"375","high reliability","Quadrat","airport",2594.323291,"watercourse_stream",0.004534461,"Y","Y","Y","N",262.200012207031,0.280200004577637,53,6,139,6,1.98310005664825,0.0899000018835068,0.17226105928421,5.6640214920044,302.702911376953,1.98660004138947,64.7105026245117,66.1536026000977,6,13.5622997283936
"376","low reliability","Quadrat","place",10199.08198,"road",0.018518136,"Y","N","N","N",151.157592773438,0.000699999975040555,30,112,98,18,1.00399994850159,0.00669999979436398,0.113227404654026,2.04977440834045,312.603790283203,-7.44589996337891,70.6027984619141,41.5541000366211,109,16.6072998046875
"377","high reliability","Quadrat","place",6145.512076,"road",0.011788864,"Y","Y","N","N",7.19999980926514,-0.00689999992027879,16,154,122,2,1,0.0052000000141561,0,1.76559710502625,271.235687255859,22.5282001495361,67.2368011474609,15.7631998062134,2,17.9757995605469
"378","high reliability","Quadrat","place",3658.043983,"road",0.021535635,"Y","Y","N","N",9,-0.00439999997615814,16,95,122,2,1.0793000459671,0.00620000017806888,0,1.76559710502625,269.398986816406,18.6583003997803,68.007698059082,14.6009998321533,2,17.2010002136231
"379","high reliability","Quadrat","place",3253.953075,"road",0.006008677,"Y","Y","N","N",0.600000023841858,0.00240000011399388,16,95,122,102,0.566100001335144,0.00630000000819564,0,1.76559710502625,271.721984863281,22.2779998779297,68.7220001220703,15.2779998779297,102,18.5764007568359
"380","high reliability","Quadrat","place",5954.862966,"road",0.004958047,"Y","Y","N","N",7.80000019073486,0.0119000002741814,16,95,122,2,1.0246000289917,0.00300000002607703,0,1.76559710502625,270.488586425781,22.1739006042481,67.4886016845703,15.5114002227783,2,17.8040008544922
"381","high reliability","Quadrat","place",10419.4931,"road",0.001754897,"Y","Y","N","N",7.59999990463257,0.00999999977648258,16,95,122,2,1.02059996128082,0.00219999998807907,0,1.76559710502625,270.318603515625,20.6814002990723,67.318603515625,14.6817998886108,2,17.9871997833252
"382","high reliability","Quadrat","place",3346.726423,"road",0.010385871,"Y","Y","N","N",1.60000002384186,-0.000699999975040555,16,95,122,113,0.670400023460388,0.00139999995008111,0,1.76559710502625,271.655212402344,22.3448009490967,67.7761001586914,15.3447999954224,113,18.8743991851807
"383","high reliability","Quadrat","airport",12969.54372,"road",0.011275257,"Y","Y","N","N",214.399993896484,0.0236000008881092,35,121,139,6,1.78919994831085,0.0109000001102686,0.187431693077087,28.0009994506836,311.356414794922,-6.45179986953735,70.4185028076172,44.9958992004395,6,16.3055000305176
"384","high reliability","Quadrat","airport",13152.98127,"watercourse_stream",0.002702138,"Y","Y","N","N",1176.59997558594,-3.77130007743835,18,67,138,7,3.06520009040833,0.178700000047684,2.65141558647156,8.60166835784912,253.801895141602,31.267599105835,23.7152004241943,93.0615997314453,7,11.1990003585815
"385","low reliability","Quadrat","place",3276.567932,"road",0.004837346,"N","N","N","N",397,0.177499994635582,38,91,81,3,2.48049998283386,0.0211999993771315,2.34085559844971,21.7850532531738,313.041290283203,-4.62839984893799,60.4850997924805,31.957799911499,3,16.2283992767334
"386","high reliability","Quadrat","place",4712.221746,"road",0.011925331,"Y","Y","N","N",9.39999961853027,0.033100001513958,16,95,122,2,1.09519994258881,0.0094999996945262,0,1.76559710502625,269.343902587891,20.1322994232178,66.4904022216797,15.5085000991821,2,17.0559997558594
"387","high reliability","Quadrat","mountain",13956.06849,"watercourse_stream",0.004348241,"Y","Y","N","N",394.799987792969,0.279399991035461,53,6,139,12,2.35229992866516,0.0658999979496002,0.192589834332466,7.44766044616699,290.798706054687,1.65910005569458,65.4868011474609,53.1925010681152,12,11.7000999450684
"388","high reliability","Quadrat","place",10131.17164,"watercourse_river",0.005849005,"Y","Y","N","N",162.600006103516,0.108900003135204,26,150,117,17,2.07010006904602,0.00410000002011657,0.188468277454376,2.49735283851623,277.498199462891,-1.54499995708466,74.8795013427734,59.4579010009766,109,14.5691003799439
"389","low reliability","Quadrat","airport",1482.125063,"watercourse_stream",0.007754611,"N","N","N","N",433.799987792969,-0.207100003957748,35,121,1,3,2.58610010147095,0.00559999980032444,1.0179477930069,12.2745542526245,304.973114013672,5.88019990921021,56.6862983703613,51.4066009521484,3,14.2520999908447
"390","high reliability","Quadrat","place",6088.157984,"road",0.011721073,"Y","Y","N","N",7,0.00139999995008111,16,154,122,2,0.991199970245361,0.00620000017806888,0,1.76559710502625,271.543395996094,22.2406997680664,67.5445022583008,15.4554996490479,2,18.2691993713379
"391","high reliability","Quadrat","place",6709.080102,"road",0.017140276,"Y","Y","N","N",6,-0.00179999996908009,16,154,122,2,0.945299983024597,0.00120000005699694,0,1.76559710502625,271.882904052734,21.1399002075195,67.8828964233398,15.1170997619629,2,18.4167995452881
"392","high reliability","Quadrat","place",3659.785468,"road",0.02085468,"Y","Y","N","N",9.39999961853027,-0.000500000023748726,16,95,122,2,1.09389996528626,0.00260000000707805,0,1.76559710502625,269.399993896484,18.6002998352051,67.7120971679688,14.6000003814697,2,17.490800857544
"393","high reliability","Quadrat","place",9604.363332,"road",0.003214654,"Y","Y","N","N",2.40000009536743,-0.0007999999797903,16,95,122,113,0.721599996089935,0.00510000018402934,0,1.76559710502625,274.031585693359,17.7374000549316,70.2626037597656,11.7374000549316,113,18.6455993652344
"394","high reliability","Quadrat","place",3638.171232,"road",0.005347969,"Y","Y","N","N",3.20000004768372,0.00719999987632036,16,95,122,16,0.819500029087067,0.00480000022798777,0,1.76559710502625,270.648803710937,16.3512001037598,69.6488037109375,12.3512001037598,113,17.157600402832
"395","high reliability","Quadrat","place",8120.708831,"road",0.009399617,"Y","Y","N","N",10.6000003814697,0.000600000028498471,16,95,122,2,1.13059997558594,0.000899999984540045,0,1.76559710502625,268.825714111328,21.4719009399414,66.5483016967773,15.7604999542236,2,17.6287002563477
"396","high reliability","Quadrat","place",8120.708831,"road",0.009399617,"Y","Y","N","N",10.6000003814697,0.000600000028498471,16,95,122,2,1.13059997558594,0.000899999984540045,0,1.76559710502625,268.825714111328,21.4719009399414,66.5483016967773,15.7604999542236,2,17.6287002563477
"397","high reliability","Quadrat","place",13548.82509,"watercourse_stream",0.004724932,"Y","Y","N","N",564.200012207031,0.39640000462532,61,96,92,12,2.74049997329712,0.0308999996632338,1.83447670936585,13.7708168029785,303.052886962891,18.9459991455078,43.7433013916016,63.9459991455078,12,13.957200050354
"398","low reliability","Quadrat","place",4489.141267,"watercourse_stream",0.00179079,"Y","N","N","N",81.5999984741211,0.0579000003635883,17,92,106,16,1.81630003452301,0.022299999371171,0.206509873270988,12.5118799209595,298.620300292969,12.9054002761841,83.7326965332031,25.156099319458,103,15.0144996643066
"399","high reliability","Quadrat","place",6387.148006,"watercourse_river",0.000175706,"Y","Y","N","N",76.5999984741211,-0.0303000006824732,17,92,106,20,1.78840005397797,0.0262000001966953,1.00245690345764,13.5835428237915,299.391510009766,12.2075004577637,85.7750015258789,25.7182998657227,103,16.2882995605469
"400","low reliability","Quadrat","place",2028.247741,"road",0.001948102,"Y","N","N","N",134.600006103516,-0.500100016593933,40,30,106,12,2.06710004806519,0.0668999999761581,0.63497006893158,12.9136714935303,294.413513183594,16.5898990631104,82.1429977416992,32.1059989929199,12,13.9028997421265
"401","high reliability","Quadrat","mountain",7743.362176,"road",0.007011784,"Y","Y","N","N",469.600006103516,-0.126900002360344,19,100,114,16,2.57780003547668,0.022299999371171,0.973325788974762,8.64309978485107,290.533294677734,3.23690009117126,55.7630996704102,55.1279983520508,12,13.9266996383667
"402","high reliability","Quadrat","airport",2594.323291,"watercourse_stream",0.004534461,"Y","Y","Y","N",262.200012207031,0.280200004577637,53,6,139,6,1.98310005664825,0.0899000018835068,0.17226105928421,5.6640214920044,302.702911376953,1.98660004138947,64.7105026245117,66.1536026000977,6,13.5622997283936
"403","high reliability","Quadrat","place",6969.01601,"road",0.008015054,"Y","Y","N","N",111,-0.0280000008642673,20,139,127,106,2.01559996604919,0.0109999999403954,0,1.76559710502625,254.634796142578,5.25549983978272,79.744499206543,85.1968994140625,106,17.5053997039795
"3310","low reliability","Frog census","rail_station",1316.273334,"watercourse_river",0.001049239,"N","N","N","N",45.2000007629395,0.00419999985024333,16,154,118,19,1.6418000459671,0.00930000003427267,0.473665654659271,9.86720561981201,288.963287353516,16.0366992950439,83.4189987182617,23.0366992950439,103,15.7447996139526
"1271","low reliability","Elliott trap","mountain",10725.30931,"watercourse_stream",0.00940733,"Y","Y","N","Y",110.599998474121,0.323399990797043,21,68,99,6,2.04629993438721,0.0463000014424324,0,1.76559710502625,262.483093261719,43.3638000488281,76.0218963623047,58.4875984191895,6,14.942099571228
"1631","low reliability","Pitfall with drift fence","place",8161.261833,"watercourse_river",0.006290696,"Y","Y","N","Y",376.200012207031,-1.14230000972748,7,105,124,6,2.56150007247925,0.0472000017762184,1.07965230941773,13.4071321487427,268.182006835938,41.8123016357422,55.7561988830566,97.4567031860352,6,11.3776998519897
"2001","low reliability","Pitfall with drift fence","place",6791.177637,"watercourse_stream",0.004099629,"Y","Y","N","Y",45.2000007629395,-0.00689999992027879,22,71,134,6,1.74670004844666,0.00920000020414591,0,1.76559710502625,273.558013916016,34.4420013427734,62.8866004943848,34.5606002807617,6,14.9099998474121
"2101","low reliability","Elliott trap","mountain",10372.71704,"road",0.015285104,"Y","Y","N","Y",87.4000015258789,-0.0210999995470047,45,136,118,16,1.94840002059937,0.0384999997913837,0.0385809130966663,3.62430930137634,268.030487060547,20.1648006439209,83.2802963256836,62.2542991638184,6,15.307900428772
"453","low reliability","Elliott trap","place",9155.244538,"road",0.035623949,"Y","N","N","Y",20.6000003814697,0.00270000007003546,16,95,122,103,1.36810004711151,0.00490000005811453,0,1.76559710502625,269.036804199219,13.9912996292114,70.0086975097656,12.6631002426147,103,16.0533008575439
"493","low reliability","Trap (unspecified)","place",15927.1775,"road",0.003999784,"Y","Y","N","N",98.1999969482422,0.0193000007420778,42,50,74,18,1.05620002746582,0.000199999994947575,0.953687071800232,6.88763427734375,332.235992431641,-9.23600006103516,64.8730010986328,8.76399993896484,5,16.1697998046875
"657","low reliability","Elliott trap","peninsula",6734.618033,"coast",0.006848084,"Y","Y","N","N",-0.600000023841858,-0.116200000047684,84,170,141,-99,0,0.0681999996304512,0,0,246.940994262695,22.323299407959,94.9817962646484,90.0995025634766,-99,17.7658004760742
"663","low reliability","General observations","rail_station",13146.53106,"road",1.04e-06,"N","N","N","N",105.800003051758,-0.000199999994947575,37,140,104,6,1.69449996948242,0.00960000045597553,0,1.76559710502625,267.122985839844,3.78399991989136,83.1231002807617,56.0343017578125,6,16.5377998352051
"671","low reliability","Elliott trap","place",7403.570262,"road",0.002826357,"Y","Y","Y","N",541.599975585938,-0.00999999977648258,19,100,107,16,2.6577000617981,0.00989999994635582,0.310737550258636,9.10542392730713,275.392486572266,8.51360034942627,59.5290985107422,30.9192008972168,109,16.6268005371094
"724","low reliability","Pitfall with drift fence","place",7872.210233,"watercourse_river",0.004090897,"Y","Y","N","Y",905.200012207031,0.208299994468689,25,125,133,7,2.94989991188049,0.015599999576807,1.52235734462738,12.4254913330078,240.987594604492,53.6227989196777,37.2080993652344,150.692001342773,7,11.7305002212524
"787","low reliability","Elliott trap","mountain",6337.88929,"watercourse_stream",0.002155401,"Y","Y","N","Y",158.199996948242,0.460200011730194,21,68,99,6,2.20020008087158,0.0383000001311302,0,1.76559710502625,274.496185302734,41.1883010864258,63.4998016357422,54.0462989807129,6,13.2658004760742
"1045","low reliability","Trap (unspecified)","place",13803.44904,"road",0.016914774,"N","N","N","N",204.199996948242,-0.0384000018239021,42,50,84,5,1.8753000497818,0.0220999997109175,0.880206346511841,9.29703044891357,321.517700195312,-6.46339988708496,60.5015983581543,21.3567008972168,5,14.2264995574951
"1046","low reliability","Trap (unspecified)","airport",1054.798472,"watercourse_river",0.002112464,"N","N","N","N",181.800003051758,0.00240000011399388,59,53,81,114,1.99570000171661,0.0348999984562397,1.3340744972229,14.3411741256714,316.370208740234,3.58179998397827,55.4281005859375,26.1450996398926,114,16.4060001373291
"1215","low reliability","Elliott trap","peninsula",6734.618033,"coast",0.006848084,"Y","Y","N","N",-0.600000023841858,-0.116200000047684,84,170,141,-99,0,0.0681999996304512,0,0,246.940994262695,22.323299407959,94.9817962646484,90.0995025634766,-99,17.7658004760742
"1225","low reliability","Elliott trap","place",1945.267025,"watercourse_stream",8.14e-05,"Y","Y","N","N",4.19999980926514,-0.551699995994568,84,170,141,-99,0,0.045499999076128,0,1.76559710502625,262.102508544922,6.85449981689453,89.0532989501953,47.1596984863281,-99,16.6980991363525
"1227","low reliability","Cage trap","place",1945.267025,"watercourse_stream",8.14e-05,"Y","Y","N","N",4.19999980926514,-0.551699995994568,84,170,141,-99,0,0.045499999076128,0,1.76559710502625,262.102508544922,6.85449981689453,89.0532989501953,47.1596984863281,-99,16.6980991363525
"1228","low reliability","Pitfall","place",1945.267025,"watercourse_stream",8.14e-05,"Y","Y","N","N",4.19999980926514,-0.551699995994568,84,170,141,-99,0,0.045499999076128,0,1.76559710502625,262.102508544922,6.85449981689453,89.0532989501953,47.1596984863281,-99,16.6980991363525
"1260","low reliability","Elliott trap","place",4047.466882,"road",0.000716518,"Y","Y","N","N",146.266693115234,-0.455300003290176,45,136,130,16,1.94879996776581,0.0274000000208616,0.606963396072388,4.21214580535889,266.786010742187,12.0387001037598,68.4085006713867,75.9151992797852,6,13.181300163269
"1344","low reliability","Elliott trap","mountain",6860.505463,"road",0.000128892,"Y","Y","N","Y",1365.19995117188,1.11489999294281,58,127,133,111,3.13170003890991,0.1317999958992,0.318696737289429,5.73627805709839,204.521102905273,59.1185989379883,24.8745994567871,176.942901611328,111,13.4328002929688
"1807","low reliability","General observations","place",4553.403333,"watercourse_river",0.003005071,"Y","Y","N","N",10,-0.0177999995648861,37,140,130,113,1.18250000476837,0.0176999997347593,0,1.76559710502625,266.942810058594,2.05719995498657,90.9487991333008,34.7018013000488,113,16.3764991760254
"1813","low reliability","Elliott trap","place",3600.050591,"road",0.017587166,"Y","Y","Y","N",432,0.0120000001043081,19,100,123,103,2.57719993591309,0.0167999994009733,0.454046726226807,9.33006572723389,281.185089111328,10.0465002059937,61.953498840332,30.7915992736816,103,16.2831001281738
"1858","low reliability","Elliott trap","place",8853.596351,"watercourse_stream",0.01358263,"N","N","N","Y",57.4000015258789,0.0136000001803041,57,145,128,6,1.76670002937317,0.0260000005364418,0.291213870048523,0.99583101272583,267.812408447266,20.9300994873047,90.0526962280273,69.8715972900391,6,16.0172996520996
"1859","low reliability","Elliott trap","place",8853.596351,"watercourse_stream",0.01358263,"N","N","N","Y",57.4000015258789,0.0136000001803041,57,145,128,6,1.76670002937317,0.0260000005364418,0.291213870048523,0.99583101272583,267.812408447266,20.9300994873047,90.0526962280273,69.8715972900391,6,16.0172996520996
"1890","low reliability","Elliott trap Large","mountain",6862.01909,"watercourse_stream",0.012326689,"Y","Y","N","N",500.399993896484,0.32600000500679,19,100,80,12,2.59890007972717,0.0160000007599592,1.17125642299652,12.2741098403931,286.118408203125,5.21689987182617,54.0688018798828,57.6355018615723,12,12.8430995941162
"1917","low reliability","Pitfall with drift fence","mountain",6070.876299,"watercourse_stream",0.001275625,"Y","Y","N","N",614,-3.06380009651184,66,109,102,7,2.77090001106262,0.114699997007847,0.430736869573593,5.35761594772339,276.798400878906,33.0368995666504,43.8839988708496,134.91130065918,7,12.100700378418
"1939","low reliability","Elliott trap","place",14365.29325,"road",0.000350086,"Y","Y","N","Y",1086.19995117188,0.144800007343292,25,125,115,7,3.03539991378784,0.0176999997347593,1.04319655895233,10.1561431884766,234.278198242187,87.6670989990234,14.6607999801636,117.460601806641,7,12.2785997390747
"1956","low reliability","Elliott trap","mountain",3620.937654,"road",0.000401744,"Y","Y","N","Y",299,0.54339998960495,63,65,124,6,2.46059989929199,0.114900000393391,0.429554939270019,7.04394245147705,275.26611328125,39.2226982116699,64.4945983886719,89.0614013671875,6,13.8584003448486
"2108","low reliability","General observations","airport",2926.097546,"watercourse_river",0.002791764,"N","N","N","N",9,0.00359999993816018,37,140,126,16,0.72000002861023,0.00300000002607703,0,1.76559710502625,255.008804321289,1.08459997177124,91.915397644043,55.301700592041,103,17.4526996612549
"2110","low reliability","Elliott trap","mountain",4637.84732,"watercourse_river",0.011693977,"Y","Y","Y","N",249.800003051758,0.0410999990999699,38,91,139,12,1.8643000125885,0.032600000500679,0.367148995399475,12.3517503738403,308.339202880859,-7.09889984130859,74.5644989013672,46.4836006164551,12,16.2630004882813
"2245","low reliability","Trap (unspecified)","airport",6554.852926,"road",0.014634173,"N","Y","N","N",44.5999984741211,0.00350000010803342,73,61,37,20,0.879899978637695,0.00100000004749745,0.706898093223572,4.7830171585083,351.449584960937,-11.4496002197266,72.4496002197266,-6.44960021972656,4,16.9146003723145
"2246","low reliability","Trap (unspecified)","place",8341.448477,"road",0.002676698,"N","N","N","N",287.600006103516,0.00359999993816018,35,121,81,3,2.31629991531372,0.0110999997705221,1.44901204109192,14.0309772491455,312.940612792969,-3.68090009689331,61.003101348877,26.6625995635986,3,15.9990997314453
"2247","low reliability","Trap (unspecified)","place",7144.813869,"road",0.017106909,"Y","Y","N","N",83.4000015258789,0.00579999992623925,107,10,83,103,1.07749998569489,0.00999999977648258,1.68811237812042,16.1487674713135,345.282104492187,-13.2820997238159,68.282096862793,-2.2820999622345,103,15.5718002319336
"2249","low reliability","Trap (unspecified)","place",15927.1775,"road",0.003999784,"Y","Y","N","N",98.1999969482422,0.0193000007420778,42,50,74,18,1.05620002746582,0.000199999994947575,0.953687071800232,6.88763427734375,332.235992431641,-9.23600006103516,64.8730010986328,8.76399993896484,5,16.1697998046875
"2253","low reliability","Trap (unspecified)","place",14414.47745,"road",0.002918441,"N","N","N","N",96.6667022705078,0.0166999995708466,73,9,42,18,1.82790005207062,0.00650000013411045,0.288763076066971,3.35127425193787,345.267608642578,-14.2676000595093,68.2676010131836,-3.26760005950928,4,16.2147006988525
"2488","low reliability","Elliott trap","place",3480.230934,"watercourse_stream",0.003329042,"Y","Y","N","N",183.800003051758,0.0258000008761883,17,92,106,3,2.21449995040894,0.0097000002861023,1.17360615730286,13.6661653518677,293.272094726562,18.4463996887207,80.6343002319336,35.685001373291,3,15.2343997955322
"2503","low reliability","Cage trap","airport",7348.500771,"watercourse_stream",0.007216871,"Y","Y","N","N",786.200012207031,0.324400007724762,25,125,102,107,2.87849998474121,0.0291000008583069,0.711093723773956,5.7904372215271,259.333099365234,42.2230987548828,44.7769012451172,152.059204101563,107,11.6253004074097
"2510","low reliability","Cage trap","mountain",6423.794821,"watercourse_stream",0.003707791,"Y","Y","N","Y",317,2.51079988479614,63,65,109,6,2.50079989433289,0.0922999978065491,0.170767918229103,4.47138261795044,274.927886962891,32.859001159668,47.0903015136719,43.0908012390137,6,11.5918998718262
"2525","low reliability","Elliott trap","mountain",4316.132214,"watercourse_river",0.017075317,"Y","Y","N","Y",264.399993896484,0.939400017261505,40,30,115,12,2.41910004615784,0.0577000007033348,2.19628930091858,12.1530361175537,285.961486816406,33.5144996643066,45.8508987426758,45.5192985534668,12,13.0733995437622
"2530","low reliability","Elliott trap","place",16421.29319,"road",0.015709331,"Y","Y","N","Y",1094.40002441406,0.280200004577637,58,127,78,107,3.03839993476868,0.0829000025987625,0.486786276102066,7.32211065292358,241.138702392578,75.4858016967773,17.1509990692139,98.4339981079102,107,14.7790002822876
"2561","low reliability","Incidental","place",4188.450115,"watercourse_river",0.000317406,"Y","Y","N","Y",417.600006103516,0.401800006628037,62,98,108,6,2.6117000579834,0.0276999995112419,1.04115235805512,12.8358850479126,269.189514160156,43.1299018859863,61.8009986877441,55.1169013977051,6,11.8924999237061
"2568","low reliability","Pitfall with drift fence","place",10476.68127,"watercourse_river",0.002165576,"Y","Y","N","Y",379.399993896484,-0.201800003647804,4,101,124,6,2.56539988517761,0.0277999993413687,0.483490169048309,11.0380582809448,268.516998291016,42.3404006958008,54.9272003173828,95.0090026855469,6,11.5966997146606
"2597","low reliability","Elliott trap","rail_station",8068.196895,"watercourse_stream",0.013876012,"Y","Y","N","Y",141.199996948242,-0.628000020980835,40,74,122,17,2.14549994468689,0.0546999983489513,0,1.76559710502625,268.302612304687,23.4827003479004,63.5625,26.8428001403809,6,14.0476999282837
"2725","low reliability","Elliott trap Large","place",3370.978697,"watercourse_stream",0.003429944,"Y","Y","N","N",521.400024414062,0.351999998092651,53,6,114,12,2.62479996681213,0.090999998152256,1.01285707950592,12.0785388946533,285.925415039062,3.10809993743896,57.8974990844727,58.6721992492676,12,15.0150995254517
"2727","low reliability","Elliott trap","airport",2714.759794,"watercourse_river",0.004386772,"Y","Y","N","N",210.199996948242,0.00469999993219972,30,112,139,106,1.65849995613098,0.00249999994412065,0.0925446152687073,2.49555325508118,306.666107177734,-1.666100025177,68.6660995483399,54.4538993835449,106,17.1709995269775
"2734","low reliability","Elliott trap Large","place",2586.454803,"watercourse_stream",0.002922622,"Y","Y","N","N",557.599975585937,-0.0944000035524368,19,100,114,12,2.66160011291504,0.0177999995648861,0.569650590419769,12.0431241989136,281.172088623047,7.52549982070923,53.5904006958008,64.5926971435547,12,13.7391004562378
